#CODE	ENGLISH	GALEGO
e_germany	Germania	Germania
CHRONICLE_RUNESTONE_KIND	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] kindness.	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] love for others.
CHRONICLE_RUNESTONE_PROUD	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] own greatness.	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] love for food.
CHRONICLE_RUNESTONE_HUMBLE	[Root.GetTitledName] raised a runestone celebrating the joys of a simple life.	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] charity.
CHRONICLE_RUNESTONE_BRAVE	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] great valor.	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] kindness.
CHRONICLE_RUNESTONE_JUST	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] fairness and sense of justice.	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] own greatness.
CHRONICLE_RUNESTONE_ZEALOUS_NORSE	[Root.GetTitledName] raised a runestone honoring the Gods.	[Root.GetTitledName] raised a runestone celebrating the joys of a simple life.
CHRONICLE_RUNESTONE_ZEALOUS_CHRISTIAN	[Root.GetTitledName] raised a runestone honoring Christ and Saint Michael.	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] great valor.
CHRONICLE_RUNESTONE_CRUEL	[Root.GetTitledName] raised a runestone boasting of the cruelty shown to [Root.GetHerHis] enemies.	[Root.GetTitledName] raised a runestone celebrating [Root.GetHerHis] fairness and sense of justice.
CHRONICLE_PLAYER_IMPRISONED	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].	[Root.GetTitledName] raised a runestone honoring the Gods.
CHRONICLE_LIEGE_IMPRISONED	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].	[Root.GetTitledName] raised a runestone honoring Christ and Saint Michael.
CHRONICLE_SPOUSE_IMPRISONED	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].	[Root.GetTitledName] raised a runestone boasting of the cruelty shown to [Root.GetHerHis] enemies.
CHRONICLE_PARENT_IMPRISONED	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].
CHRONICLE_HEIR_IMPRISONED	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].
CHRONICLE_RELIGION_HEAD_IMPRISONED	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].
CHRONICLE_PLAYER_RELEASED	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].
CHRONICLE_LIEGE_RELEASED	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].
CHRONICLE_SPOUSE_RELEASED	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].	[Root.GetTitledName] was imprisoned in a dungeon in [From.Capital.GetName] by [From.GetTitledName].
CHRONICLE_PARENT_RELEASED	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].
CHRONICLE_HEIR_RELEASED	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].
CHRONICLE_RELIGION_HEAD_RELEASED	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].
CHRONICLE_PLAYER_CONVERTED_RELIGION	[Root.GetTitledName] converted from [From.Religion.GetName] to [Root.Religion.GetName].	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].
CHRONICLE_LIEGE_CONVERTED_RELIGION	[Root.GetTitledName] converted from [From.Religion.GetName] to [Root.Religion.GetName].	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].
CHRONICLE_MAJOR_VASSAL_CONVERTED_RELIGION	[Root.GetTitledName], a powerful vassal of [Root.Liege.GetTitledName], converted from [From.Religion.GetName] to [Root.Religion.GetName].	[Root.GetTitledName] was released from imprisonment by [From.GetTitledName].
CHRONICLE_PLAYER_CONVERTED_CULTURE	[Root.GetTitledName] adopted new customs to embrace [Root.Culture.GetName] culture, no longer considering [Root.GetHerselfHimself] [From.Culture.GetName].	[Root.GetTitledName] converted from [From.Religion.GetName] to [Root.Religion.GetName].
CHRONICLE_HERESY_TAKEOVER_PLAYER_IS_NEW	There was much talk of the [From.Religion.GetName] faith now becoming so prevalent that the [FromFrom.Religion.GetName] had come to be considered a heresy.	[Root.GetTitledName] converted from [From.Religion.GetName] to [Root.Religion.GetName].
CHRONICLE_HERESY_TAKEOVER_PLAYER_IS_OLD	There was much talk of the [From.Religion.GetName] faith now becoming so prevalent that the [FromFrom.Religion.GetName] had come to be considered a heresy.	[Root.GetTitledName], a powerful vassal of [Root.Liege.GetTitledName], converted from [From.Religion.GetName] to [Root.Religion.GetName].
CHRONICLE_PLAYER_REFORMED_RELIGION	[Root.GetTitledName] led the reformation of the [Root.Religion.GetName], and copies of [Root.Religion.GetScriptureName] were spread and read everywhere to honor [Root.Religion.GetRandomGodName].	[Root.GetTitledName] adopted new customs to embrace [Root.Culture.GetName] culture, no longer considering [Root.GetHerselfHimself] [From.Culture.GetName].
CHRONICLE_OTHER_REFORMED_PLAYERS_RELIGION	The [Root.Religion.GetName] faith was reformed, and copies of [Root.Religion.GetScriptureName] were spread and read everywhere to honor [Root.Religion.GetRandomGodName].	There was much talk of the [From.Religion.GetName] faith now becoming so prevalent that the [FromFrom.Religion.GetName] had come to be considered a heresy.
CHRONICLE_PATRON_DEITY_SHIVA	[Root.GetTitledName] declared that Shiva would henceforth be [Root.GetHerHis] patron.	There was much talk of the [From.Religion.GetName] faith now becoming so prevalent that the [FromFrom.Religion.GetName] had come to be considered a heresy.
CHRONICLE_PATRON_DEITY_VISHNU	[Root.GetTitledName] declared that Vishnu would henceforth be [Root.GetHerHis] patron.	[Root.GetTitledName] led the reformation of the [Root.Religion.GetName], and copies of the [Root.Religion.GetScriptureName] were spread and read everywhere to honor [Root.Religion.GetRandomGodName].
CHRONICLE_PATRON_DEITY_BRAHMA	[Root.GetTitledName] declared that Brahma would henceforth be [Root.GetHerHis] patron.	The [Root.Religion.GetName] faith was reformed, and copies of the [Root.Religion.GetScriptureName] were spread and read everywhere to honor [Root.Religion.GetRandomGodName].
CHRONICLE_PATRON_DEITY_KALI	[Root.GetTitledName] declared that Kali would henceforth be [Root.GetHerHis] patron.	[Root.GetTitledName] declared that Shiva would henceforth be [Root.GetHerHis] patron.
CHRONICLE_PATRON_DEITY_GANESHA	[Root.GetTitledName] declared that Ganesha would henceforth be [Root.GetHerHis] patron.	[Root.GetTitledName] declared that Vishnu would henceforth be [Root.GetHerHis] patron.
CHRONICLE_PATRON_DEITY_GANGA	[Root.GetTitledName] declared that Ganga would henceforth be [Root.GetHerHis] patron.	[Root.GetTitledName] declared that Brahma would henceforth be [Root.GetHerHis] patron.
CHRONICLE_CHANGE_HINDU_BRANCH_TO_SHAIVIST	It became known that [Root.GetTitledName] now honored the Shaivist tradition.	[Root.GetTitledName] declared that Kali would henceforth be [Root.GetHerHis] patron.
CHRONICLE_CHANGE_HINDU_BRANCH_TO_VAISHNAVIST	It became known that [Root.GetTitledName] now honored the Vaishnavist tradition.	[Root.GetTitledName] declared that Ganesha would henceforth be [Root.GetHerHis] patron.
CHRONICLE_CHANGE_HINDU_BRANCH_TO_SHAKTIST	It became known that [Root.GetTitledName] now honored the Shaktist tradition.	[Root.GetTitledName] declared that Ganga would henceforth be [Root.GetHerHis] patron.
CHRONICLE_CHANGE_HINDU_BRANCH_TO_SMARTIST	It became known that [Root.GetTitledName] now honored the Smartist tradition.	It became known that [Root.GetTitledName] now honored the Shaivist tradition.
CHRONICLE_CHANGE_BUDDHIST_BRANCH_TO_MAHAYANA	It became known that [Root.GetTitledName] now honored the Mahayana tradition.	It became known that [Root.GetTitledName] now honored the Vaishnavist tradition.
CHRONICLE_CHANGE_BUDDHIST_BRANCH_TO_VAJRAYANA	It became known that [Root.GetTitledName] now honored the Vajrayana tradition.	It became known that [Root.GetTitledName] now honored the Shaktist tradition.
CHRONICLE_CHANGE_BUDDHIST_BRANCH_TO_THERAVADA	It became known that [Root.GetTitledName] now honored the Theravada tradition.	It became known that [Root.GetTitledName] now honored the Smartist tradition.
CHRONICLE_CHANGE_JAIN_BRANCH_TO_DIGAMBARA	It became known that [Root.GetTitledName] now honored the Digambara tradition.	It became known that [Root.GetTitledName] now honored the Mahayana tradition.
CHRONICLE_CHANGE_JAIN_BRANCH_TO_SVETAMBARA	It became known that [Root.GetTitledName] now honored the Svetambara tradition.	It became known that [Root.GetTitledName] now honored the Vajrayana tradition.
CHRONICLE_PILGRIMAGE_TO_JERUSALEM	[Root.GetTitledName] made a pious pilgrimage to Jerusalem.	It became known that [Root.GetTitledName] now honored the Theravada tradition.
CHRONICLE_PILGRIMAGE_TO_CONSTANTINOPLE	[Root.GetTitledName] made a pious pilgrimage to Constantinople.	It became known that [Root.GetTitledName] now honored the Digambara tradition.
CHRONICLE_PILGRIMAGE_TO_ANTIOCH	[Root.GetTitledName] made a pious pilgrimage to Antioch.	It became known that [Root.GetTitledName] now honored the Svetambara tradition.
CHRONICLE_PILGRIMAGE_TO_AXUM	[Root.GetTitledName] made a pious pilgrimage to Axum.	[Root.GetTitledName] made a pious pilgrimage to Jerusalem.
CHRONICLE_PILGRIMAGE_TO_ROME	[Root.GetTitledName] made a pious pilgrimage to Rome.	[Root.GetTitledName] made a pious pilgrimage to Constantinople.
CHRONICLE_PILGRIMAGE_TO_CANTERBURY	[Root.GetTitledName] made a pious pilgrimage to Canterbury.	[Root.GetTitledName] made a pious pilgrimage to Antioch.
CHRONICLE_PILGRIMAGE_TO_KOLN	[Root.GetTitledName] made a pious pilgrimage to Köln.	[Root.GetTitledName] made a pious pilgrimage to Axum.
CHRONICLE_PILGRIMAGE_TO_SANTIAGO	[Root.GetTitledName] made a pious pilgrimage to Santiago.	[Root.GetTitledName] made a pious pilgrimage to Rome.
CHRONICLE_WENT_ON_HAJJ	[Root.GetTitledName] undertook a Hajj to Mecca.	[Root.GetTitledName] made a pious pilgrimage to Canterbury.
CHRONICLE_HELD_BLOT	[Root.GetTitledName] held a great blot at [Root.Location.GetName].	[Root.GetTitledName] made a pious pilgrimage to Köln.
#CHRONICLE_PLAYER_INHERITANCE_NORMAL	[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName] succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].	[Root.GetTitledName] made a pious pilgrimage to Santiago.
#CHRONICLE_PLAYER_INHERITANCE_NEW_RELIGION	[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName], following the [Root.Religion.GetName] faith, succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].	[Root.GetTitledName] undertook a Hajj to Mecca.
#CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE	[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName], of [Root.Culture.GetName] culture, succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].	[Root.GetTitledName] held a great blot at [Root.Location.GetName].
#CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE_AND_RELIGION	[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName], a [Root.Culture.GetName] of the [Root.Religion.GetName] faith, succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].	[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName] succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].
CHRONICLE_PLAYER_ACQUIRED_NICKNAME	[Root.GetTitledName], through deeds and character, came to be known as [Root.GetTitledFirstNameWithNick].	[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName], following the [Root.Religion.GetName] faith, succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].
CHRONICLE_HERESY_SPREAD	The [From.Religion.GetName] heresy spread its woeful presence in the county of [From.GetName].	[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName], of [Root.Culture.GetName] culture, succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].
CHRONICLE_BECAME_KSHATRIYA	[Root.GetTitledFirstNameWithNick] ascended to the Kshatriya caste, claiming new prestige for [Root.GetHerHis] dynasty among [Root.Religion.GetName] rulers.	[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName], a [Root.Culture.GetName] of the [Root.Religion.GetName] faith, succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].
#CHRONICLE_WON_BATTLE_FOUGHT	[Root.GetTitledName] was victorious in the battle of [Root.Location.GetName] against the army of [From.Topliege.GetTitledName], commanded by [From.GetTitledName].	[Root.GetTitledName], through deeds and character, came to be known as [Root.GetTitledFirstNameWithNick].
#CHRONICLE_LOST_BATTLE_FOUGHT	[Root.GetTitledName] lost the battle of [Root.Location.GetName] against the army of [From.Topliege.GetTitledName], commanded by [From.GetTitledName].	The [From.Religion.GetName] heresy spread its woeful presence in the province of [From.GetName].
#CHRONICLE_WON_BATTLE_BUT_DIDNT_FIGHT	The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was victorious in the battle of [Root.Location.GetName] against the armies of [From.Topliege.GetTitledName].	[Root.GetTitledFirstNameWithNick] ascended to the Kshatriya caste, claiming new prestige for [Root.GetHerHis] dynasty among [Root.Religion.GetName] rulers.
#CHRONICLE_LOST_BATTLE_BUT_DIDNT_FIGHT	The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was defeated in the battle of [Root.Location.GetName] against the armies of [From.Topliege.GetTitledName].	[Root.GetTitledName] was victorious in the battle of [Root.Location.GetName] against the army of [From.Topliege.GetTitledName], commanded by [From.GetTitledName].
CHRONICLE_CAPTURED_MAJOR_SETTLEMENT_MYSELF	[Root.GetTitledName] successfully led [Root.GetHerHis] armies, taking [From.GetName] from the enemy.	[Root.GetTitledName] lost the battle of [Root.Location.GetName] against the army of [From.Topliege.GetTitledName], commanded by [From.GetTitledName].
CHRONICLE_MY_FORCES_CAPTURED_MAJOR_SETTLEMENT	The armies of [Root.TopLiege.PrimaryTitle.GetName], led by [Root.GetTitledName], captured [From.GetName].	The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was victorious in the battle of [Root.Location.GetName] against the armies of [From.Topliege.GetTitledName].
CHRONICLE_ENEMY_FORCES_CAPTURED_MAJOR_SETTLEMENT	[From.Owner.TopLiege.PrimaryTitle.GetName] lost [From.GetName] to the forces of [Root.TopLiege.GetTitledName].	The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was defeated in the battle of [Root.Location.GetName] against the armies of [From.Topliege.GetTitledName].
CHRONICLE_UNITED_INDIA	[Root.GetDynName] established control of all the empires of India, thus declaring [Root.GetHerselfHimself] [Root.GetTitle]	[Root.GetTitledName] successfully led [Root.GetHerHis] armies, taking [From.GetName] from the enemy.
CHRONICLE_VIKING_AGE_BEGINS	Norsemen set sail in their longships and to trade and raid beyond their northern homelands in ever increasing numbers, signalling the beginning of a new age.	The armies of [Root.TopLiege.PrimaryTitle.GetName], led by [Root.GetTitledName], captured [From.GetName].
EVTTITLE_CM_503	Start of the Viking Age	[From.Owner.TopLiege.PrimaryTitle.GetName] lost [From.GetName] to the forces of [Root.TopLiege.GetTitledName].
EVTDESC_CM_503	The centralization of power in Scandinavia, along with a rapid population expansion, has begun to drive its denizens to look beyond the home shores in earnest. New developments in shipbuilding, an adventurous spirit and a fearless belief in the Gods are now taking Norse seafarers across the seas towards distant lands. They arrive as traders, raiders and conquerors, and they call themselves 'Vikings'...	[Root.GetDynName] established control of all the empires of India, thus declaring [Root.GetHerselfHimself] [Root.GetTitle]
EVTOPTA_CM_503	From the fury of the Northmen deliver us!	Norsemen set sail in their longships and to trade and raid beyond their northern homelands in ever increasing numbers, signalling the beginning of a new age.
EVTOPTB_CM_503	To new shores!	Start of the Viking Age
EVTOPTC_CM_503	I do not see how this concerns us.	The centralization of power in Scandinavia, along with a rapid population expansion, has begun to drive its denizens to look beyond the home shores in earnest. New developments in shipbuilding, an adventurous spirit and a fearless belief in the Gods are now taking Norse seafarers across the seas towards distant lands. They arrive as traders, raiders and conquerors, and they call themselves 'Vikings'...
viking_age_shipyards_and_tech_tooltip	The Viking Age begins - Norse counties receive shipyards and increased shipbuilding technology.\n	From the fury of the Northmen deliver us!
EVTDESC_CM_5000	You have, since a while, taken to wearing a pair of heavy, shaggy breeches for protection while practising your combat skills. Because of this, your kinsmen and friends have started to call you 'Ragnarr Lodbrok'.	To new shores!
EVTOPTA_CM_5000	I guess there is nothing I can do about it.	I do not see how this concerns us.
EVTDESC_CM_5001	Lately, you son Ragnarr has taken to wearing a pair of heavy, shaggy breeches for protection while practising his combat skills. Because of this, your kinsmen and friends have started calling him '[From.GetFirstName] Loðbrok'.	The Viking Age begins - Norse provinces receive shipyards and increased shipbuilding technology.\n
EVTOPTA_CM_5001	I like it!	You have, since a while, taken to wearing a pair of heavy, shaggy breeches for protection while practising your combat skills. Because of this, your kinsmen and friends have started to call you 'Ragnarr Lodbrok'.
convert_to_french	Embrace Carolingian Renaissance	I guess there is nothing I can do about it.
convert_to_french_desc	In our Realm, latin ways and words are increasingly melding in with our Germanic heritage. This tendency is seen above all in learned texts and matters of state and religion. Perhaps we should take the step in earnest and promote this cultural change...	Lately, you son Ragnarr has taken to wearing a pair of heavy, shaggy breeches for protection while practising his combat skills. Because of this, your kinsmen and friends have started calling him '[From.GetFirstName] Loðbrok'.
convert_to_scottish	Embrace Scottish Culture	I like it!
convert_to_scottish_desc	Many of our subjects are adopting new ways and traditions brought in by foreigners, integrating them with local customs. Perhaps we should do the same...	Embrace Carolingian Renaissance
convert_to_andalusian	Embrace Andalusian Culture	In our Realm, latin ways and words are increasingly melding in with our Germanic heritage. This tendency is seen above all in learned texts and matters of state and religion. Perhaps we should take the step in earnest and promote this cultural change...
convert_to_andalusian_desc	Southern Spain is a melting pot of old and new, Christian and Muslim, Iberian and Arabic. Out of all this, a new Andalusian identity is emerging. Perhaps it is time we recognized it as our own...	Embrace Scottish Culture
convert_to_castillan	Embrace Castillan Culture	Many of our subjects are adopting new ways and traditions brought in by foreigners, integrating them with local customs. Perhaps we should do the same...
convert_to_castillan_desc	As local traditions evolve, many people in our realm are now identifying themselves as Castillan rather than Visigoths. We could do the same...	Embrace Andalusian Culture
convert_to_catalan	Embrace Catalan Culture	Southern Spain is a melting pot of old and new, Christian and Muslim, Iberian and Arabic. Out of all this, a new Andalusian identity is emerging. Perhaps it is time we recognized it as our own...
convert_to_catalan_desc	As local traditions evolve, many people in our realm are now identifying themselves as Catalan rather than Visigoths. We could do the same...	Embrace Castillan Culture
convert_to_portuguese	Embrace Portugese Culture	As local traditions evolve, many people in our realm are now identifying themselves as Castillan rather than Visigoths. We could do the same...
convert_to_portuguese_desc	As local traditions evolve, many people in our realm are now identifying themselves as Portuguese. We could do the same...	Embrace Catalan Culture
convert_to_dutch	Embrace Dutch Culture	As local traditions evolve, many people in our realm are now identifying themselves as Catalan rather than Visigoths. We could do the same...
convert_to_dutch_desc	Distinct cultural traditions are evolving in the Low Countries, with many people now calling themselves Dutch. We could embrace this change ourselves...	Embrace Portugese Culture
convert_to_italian	Embrace Italian Culture	As local traditions evolve, many people in our realm are now identifying themselves as Portuguese. We could do the same...
convert_to_italian_desc	More and more of our people are becoming completely latinized, adopting Italian customs and speech. Perhaps it is time we did the same...	Embrace Dutch Culture
convert_to_occitan	Embrace Occitan Culture	Distinct cultural traditions are evolving in the Low Countries, with many people now calling themselves Dutch. We could embrace this change ourselves...
convert_to_occitan_desc	Under the influence of Latin culture, many people in our realm are now adopting Occitan traditions, no longer identifying themselves as Visigoths. We could do the same...	Embrace Italian Culture
EVTTITLE_CM_4000	The Knights of the Sun	More and more of our people are becoming completely latinized, adopting Italian customs and speech. Perhaps it is time we did the same...
EVTDESC_CM_4000	A new holy order has been founded for the defense and preservation of the reformed and expanding Zunist religion. They call themselves 'Knights of the Sun' and are sworn to stand steadfast in battle, protect the faithful and help spread the light of Zun the Justice-Giver to new lands. Many young warriors are already flocking to their golden standard.	Embrace Occitan Culture
EVTOPTA_CM_4000	Praise [Root.Religion.GetRandomGodName]!	Under the influence of Latin culture, many people in our realm are now adopting Occitan traditions, no longer identifying themselves as Visigoths. We could do the same...
EVTDESC_CM_4002	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights of the Sun in their holy mission to protect the faithful, even though this will forever disinherit him.	The Knights of the Sun
EVTTOOLTIP_CM_4003	[This.GetTitledFirstName] becomes a Knight of the Sun.	A new holy order has been founded for the defense and preservation of the reformed and expanding Zunist religion. They call themselves 'Knights of the Sun' and are sworn to stand steadfast in battle, protect the faithful and help spread the light of Zun the Justice-Giver to new lands. Many young warriors are already flocking to their golden standard.
EVTDESC_CM_4006	Great [Root.PrimaryTitle.GetRulerTitle], your extremely generous donation will aid us greatly as we ride into battle against the enemies of [Root.Religion.GetRandomGodName]! May His light always shine upon you and illuminate your being!\n\nFor the Knights of the Sun,\n\n[From.GetTitledFirstName]	Praise [Root.Religion.GetRandomGodName]!
EVTDESC_CM_4010	Most righteous [Root.GetTitledFirstName], our Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nIn His light,\n\n[From.GetTitledFirstName]	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights of the Sun in their holy mission to protect the faithful, even though this will forever disinherit him.
EVTDESC_CM_4011	The Knights of the Sun have constructed a castle in [Root.GetName]!	[This.GetTitledFirstName] becomes a Knight of the Sun.
EVTDESC_CM_4013	Your Majesty, why this unreasonable enmity towards our Order? The Knights of the Sun seek only to serve [Root.Religion.GetRandomGodName] and protect the faithful! Where is your dedication to our faith?\n\nWith sadness,\n\n[From.GetTitledFirstName]	Great [Root.PrimaryTitle.GetRulerTitle], your extremely generous donation will aid us greatly as we ride into battle against the enemies of [Root.Religion.GetRandomGodName]! May His light always shine upon you and illuminate your being!\n\nFor the Knights of the Sun,\n\n[From.GetTitledFirstName]
EVTOPTA_CM_4013	Spare me your lamentations!	Most righteous [Root.GetTitledFirstName], our Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nIn His light,\n\n[From.GetTitledFirstName]
hold_zun_feast	Hold Festival of the Sun	The Knights of the Sun have constructed a castle in [Root.GetName]!
hold_zun_feast_desc	Hold a Festival of the Sun with your vassals and courtiers, celebrating the summer solstice and paying homage to Zun the Giver of Light and Justice.	Your Majesty, why this unreasonable enmity towards our Order? The Knights of the Sun seek only to serve [Root.Religion.GetRandomGodName] and protect the faithful! Where is your dedication to our faith?\n\nWith sadness,\n\n[From.GetTitledFirstName]
holding_zun_feast	Holding Festival of the Sun	Spare me your lamentations!
EVTDESC_CM_4100	You have begun preparations for the Festival of the Sun. You send out messengers with invitations to your vassals, expecting all to come and honor [Root.Religion.GetRandomGodName].	Hold Festival of the Sun
EVTOPTA_CM_4100	Come all to celebrate His Light!	Hold a Festival of the Sun with your vassals and courtiers, celebrating the summer solstice and paying homage to Zun the Giver of Light and Justice.
EVTDESC_CM_4101	Dear vassal,\nI hereby invite you to attend the celebration of the Festival of the Sun at [From.Capital.GetName].\n\nYour Liege,\n[From.GetTitledName]	Holding Festival of the Sun
EVTOPTA_CM_4101	I look forward to it!	You have begun preparations for the Festival of the Sun. You send out messengers with invitations to your vassals, expecting all to come and honor [Root.Religion.GetRandomGodName].
EVTDESC_CM_4102	Your vassal, [From.GetTitledName], has refused your invitation to the Festival of the Sun.	Come all to celebrate His Light!
EVTDESC_CM_4120	The Festival of the Sun is about to start, and in accordance with tradition, the festivities begin on a sunny morning. Large crowds have gathered around, and priests walk among them distributing blessings in the name of [Root.Religion.GetRandomGodName].	Dear vassal,\nI hereby invite you to attend the celebration of the Festival of the Sun at [From.Capital.GetName].\n\nYour Liege,\n[From.GetTitledName]
EVTOPTA_CM_4120	Praise [Root.Religion.GetRandomGodName]!	I look forward to it!
EVTDESC_CM_4196	The Festival of the Sun is over for this time. [Root.Religion.GetRandomGodName] has been properly honored and the realm is looking forward to a bright future under His blinding gaze.	Your vassal, [From.GetTitledName], has refused your invitation to the Festival of the Sun.
EVTOPTA_CM_4196	Until next time!	The Festival of the Sun is about to start, and in accordance with tradition, the festivities begin on a sunny morning. Large crowds have gathered around, and priests walk among them distributing blessings in the name of [Root.Religion.GetRandomGodName].
EVTTITLE_CM_4130	Walking Under the Sun	Praise [Root.Religion.GetRandomGodName]!
EVTDESC_CM_4130	The time has come for one of the main events of the Festival of the Sun - the ceremony known as Walking Under the Sun. A sunny day is chosen, and on it Zun's faithful walk barefoot around the circumference of the temple ninety-nine times, all the while chanting pious rhymes. It is a ritual of physical and spiritual cleansing, as well as a tribute to the Radiant Lord Zun.\n\nIt is known both for inspiring great piety and for causing great physical and mental exertion.	The Festival of the Sun is over for this time. [Root.Religion.GetRandomGodName] has been properly honored and the realm is looking forward to a bright future under His blinding gaze.
EVTOPTA_CM_4130	Together we shall walk in His light!	Until next time!
EVTDESC_CM_4131	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. On the seventy-third lap around the temple, you start to feel a weakness and pain in your legs. You try to move forwards but your head is pounding and you struggle for breath. As you fall to your knees, you start to vomit on the ground.	Walking Under the Sun
EVTOPTA_CM_4131	Aaagh!	The time has come for one of the main events of the Festival of the Sun - the ceremony known as Walking Under the Sun. A sunny day is chosen, and on it Zun's faithful walk barefoot around the circumference of the temple nintey-nine times, all the while chanting pious rhymes. It is a ritual of physical and spiritual cleansing, as well as a tribute to the Radiant Lord Zun.\n\nIt is known both for inspiring great piety and for causing great physical and mental exertion.
EVTDESC_CM_4133	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you start to see new and clearer perspectives on some things that previously seemed too mysterious to fathom. The sun is just a large cheese and the moon speaks soothing words about your feet. Oh those feet, how they bother you. Maybe you should cut them off?	Together we shall walk in His light!
EVTOPTA_CM_4133	Behold my illumination!	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. On the seventy-third lap around the temple, you start to feel a weakness and pain in your legs. You try to move forwards but your head is pounding and you struggle for breath. As you fall to your knees, you start to vomit on the ground.
EVTDESC_CM_4135	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you start to feel a strange presence entering your mind. Yes, yes... the little devils that dwell underground in darkness have come to you and are sitting on your shoulder, invisible, telling you strange secrets!	Aaagh!
