#CODE	ENGLISH	ENGLISH
CURRENTDATE_IS_NOT	Current date is not §Y$DATE$§W	Current date is not §Y$DATE$§W
SUCCESSION_LAWS	Succession Laws	Succession Laws
alert_noheir_instant	§YNo heir of your dynasty!§!	§YNo heir of your dynasty!§!
KICK_PLAYER	Kick Player	Kick Player
GENDER_LAWS	Gender Laws	Gender Laws
EVTOPTB5024	I'm having fun with it for now	I'm having fun with it for now
pommeranian	Pomeranian	Pomeranian
d_pommerania	Pomerania	Pomerania
d_pommerania_adj	Pomeranian	Pomeranian
ALREADY_CONTRACTED	They already have a contract with §Y$OWNER$§W.	They already have a contract with §Y$OWNER$§W.
CANNOT_AFFORD_THE_COST	§RWe cannot afford the cost!§W\n	§RWe cannot afford the cost!§W\n
#CANNOT_AFFORD_THE_PIETY	§RWe do not have enough Piety!§W\n	§RWe do not have enough Piety!§W\n
TRIGGER_EMPIRE	Empire	Empire
b_lvov	Lviv	Lviv
EXECUTE_IMPRISONED_INTERACTION_5	The execution will cost you §R$PIETY$§! $PIETYNAME$.	The execution will cost you §R$PIETY$§! $PIETYNAME$.
CANNOT_AFFORD_TITLE_COST	You cannot afford the Cost of §R$GOLD$§!¤.	You cannot afford the Cost of §R$GOLD$§!¤.
MENU_BAR_EXIT_DEL	Quit to Desktop	Quit to Desktop
MENU_BAR_RESIGN_DEL	Resign and return to the Main Menu	Resign and return to the Main Menu
MENU_BAR_PDX_CONNECT_DEL	Open Paradox Connect	Open Paradox Connect
MENU_BAR_MESSAGE_SETTINGS_DEL	Configure how messages are displayed	Configure how messages are displayed
MENU_BAR_GAME_OPTIONS_DEL	Configure the game options	Configure the game options
MENU_BAR_SAVE_GAME_DEL	Save the game	Save the game
MENU_BAR_QUICK_SAVE_DEL	Quick Save	Quick Save
CURRENT_TAX	Current base tax: §Y$TAX$§!	Current base tax: §Y$TAX$§!
MAPMODE_EMPIRES	§YDe Jure Empires§!	§YDe Jure Empires§!
MAPMODE_EMPIRES_DESC	This map mode shows all geographical and traditional ('de jure') empires.	This map mode shows all the geographical and traditional ('de jure') empires of Europe.
MAPMODE_ECONOMY	§YEconomy§!	§YEconomy§!
MAPMODE_ECONOMY_DESC	This map mode shows the income levels of the counties.	This map mode shows the income levels of the counties.
MAPMODE_REVOLT_RISK	§YRevolt Risk§!	§YRevolt Risk§!
MAPMODE_REVOLT_RISK_DESC	This map mode shows the risk of a peasant uprising.	This map mode shows the risk of a peasant uprising.
MAPMODE_DYNASTY	§YDynasties§!	§YDynasties§!
MAPMODE_DYNASTY_DESC	This map mode shows ruling dynasties.	This map mode shows the ruling dynasties of Europe.
MAPMODE_OPINIONS	§YOpinions§!	§YOpinions§!
MAPMODE_OPINIONS_DESC	This map mode shows the opinions of other rulers toward the selected character.	This map mode shows the opinions of other rulers toward the selected character.
THREAT_IMPRISONED	Imprisoned	Imprisoned
EVTDESC3406	The church had just gotten some very beautiful stained glass windows and as I and [From.GetTitledFirstName] contemplated the windows the priest approached us and asked what we thought about them. I had thought about the symbolism of the windows while [From.GetTitledFirstName] just repeated what I had said.	The church had just gotten some very beautiful stained glass windows and as I and [From.GetTitledFirstName] contemplated the windows the priest approached us and asked what we thought about them. I had thought about the symbolism of the windows while [From.GetTitledFirstName] just repeated what I had said.
EVTTOOLTIPKILLCHARACTER	The Plot being discovered.	The Plot being discovered.
EVTDESC72015	The guests have finally arrived! All is ready, the cooks have worked day and night preparing the food, and the castle has never looked lovelier.	The guests have finally arrived! All is ready, the cooks have worked day and night preparing the food, and the castle has never looked lovelier.
EVTDESC74045	The local nobles of [Root.Location.GetName] complain about too many peasants entering the city during the Summer Fair.	The local nobles of [Root.Location.GetName] complain about too many peasants entering the city during the Summer Fair.
EVTOPTA74045	Tell them to accept the peasants	Tell them to accept the peasants
EVTDESC72057	Guards seized me and made me spill even more wine onto my now completely ruined garb. Without a word and deaf to my protests, they carried me to the dungeon of [From.GetTitledFirstName] and left me there.	Guards seized me and made me spill even more wine onto my now completely ruined garb. Without a word and deaf to my protests, they carried me to the dungeon of [From.GetTitledFirstName] and left me there.
EVTOPTA72057	Am I here because of a dead servant?!	Am I here because of a dead servant?!
EVTDESC3481	The cook and I did not really plan to humiliate [From.GetTitledFirstName], we only wanted [From.GetHerHim] to realize how [From.GetHerHis] paranoia made everybody's life more difficult than it should be.	The cook and I did not really plan to humiliate [From.GetTitledFirstName], we only wanted [From.GetHerHim] to realize how [From.GetHerHis] paranoia made everybody's life more difficult than it should be.
EVTOPTA75025	How can I ever reward you?	How can I ever reward you?
EVTOPTA65045	Force [Root.Spouse.GetHerHim] to drink with you	Force [Root.Spouse.GetHerHim] to drink with you
EVTTOOLTIP4112	[This.GetTitledFirstName] realizes that [This.GetSheHe] is not invited to [Root.GetTitledFirstName]'s banquette	[This.GetTitledFirstName] realizes that [This.GetSheHe] is not invited to [Root.GetTitledFirstName]'s banquette
b_austratt	Austratt	Austratt
b_haltalen	Haltalen	Haltalen
#b_oshakan	Oshakan	Oshakan
DELETE	Delete	Delete
obj_have_a_son_desc	[This.GetTitledFirstName] wants to have a son.	[This.GetTitledFirstName] wants to have a son.
obj_have_a_daughter_desc	[This.GetTitledFirstName] wants to have a daughter.	[This.GetTitledFirstName] wants to have a daughter.
YOUKICKED	You have been kicked by the host.	You have been kicked by the host.
TIP_KICK_INSTANT	Kick player from the game	Kick player from the game
TIP_BAN_INSTANT	Ban player from the game	Ban player from the game
EVTDESC4114	I rushed around trying to get everyone to work harder, not smarter to get everything ready for the banquette when the guests started to arrive. I waited impatiently for [From.GetTitledFirstName] but still did my best to make sure every guest felt welcome and found its designated place at my table.	I rushed around trying to get everyone to work harder, not smarter to get everything ready for the banquette when the guests started to arrive. I waited impatiently for [From.GetTitledFirstName] but still did my best to make sure every guest felt welcome and found its designated place at my table.
EVTOPTA4114	[From.GetSheHeCap] never showed up!	[From.GetSheHeCap] never showed up!
EVTOPTB4114	[From.GetSheHeCap] was the last to arrive	[From.GetSheHeCap] was the last to arrive
EVTOPCF4114	[From.GetSheHeCap] told me how glad my invitation had made [From.GetHerHim]	[From.GetSheHeCap] told me how glad my invitation had made [From.GetHerHim]
EVTTOOLTIP8100	Receives a letter with my reply	Receives a letter with my reply
volly_harass_tactic	Volley Harass Tactic	Volley Harass Tactic
harras_swarm_tactic	Harass Swarm Tactic	Harass Swarm Tactic
EVTDESC20101	My liege, my mission to [FromFrom.Location.GetName] has so far been a success! During my visit to the court of [From.GetBestName], I seem to have managed to make [From.GetHerHim] understand what a benevolent and peaceful ruler you really are and [From.GetSheHe] sends [From.GetHerHis] regards.\n\nYour humble [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledFirstName]	My liege, my mission to [FromFrom.Location.GetName] has so far been a success! During my visit to the court of [From.GetBestName], I seem to have managed to make [From.GetHerHim] understand what a benevolent and peaceful ruler you really are and [From.GetSheHe] sends [From.GetHerHis] regards.\n\nYour humble [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledFirstName]
EVTDESC1910	I wonder if [Root.Religion.GetRandomGodName] does exist. Maybe [Root.Guardian.GetFullName] knows?	I wonder if [Root.Religion.GetRandomGodName] does exist. Maybe [Root.Guardian.GetFullName] knows?
PROV342	Girgenti	Girgenti
#EVTDESC20230	My liege, the construction work being done in [From.Location.GetName] is coming along well under the meticulous eyes of my namesake [From.GetFirstName] the Builder, who has taken me under [Root.GetHerHis] wings and is teaching me all [Root.GetSheHe] knows about constructing buildings. This knowledge will greatly help me in my work.\n\nYour humble Steward,\n[From.GetTitledName]	My liege, the construction work being done in [From.Location.GetName] is coming along well under the meticulous eyes of my namesake [From.GetFirstName] the Builder, who has taken me under [Root.GetHerHis] wings and is teaching me all [Root.GetSheHe] knows about constructing buildings. This knowledge will greatly help me in my work.\n\nYour humble Steward,\n[From.GetTitledName]
c_agrigento_adj	Girgentian	Girgentian
opinion_refused_guardianship	Refused Offer of Guardianship	Refused Offer of Guardianship
AIREASON_NO_REASON	No Compelling Reason	No Compelling Reason
AIREASON_TOO_LOW_RANK_TO_ASK	Too low rank to request this	Too low rank to request this
INTERACTION_REQUIRES_CHILD_WITH_NO_GUARDIAN	Either party must have a child of suitable age at court	Either party must have a child of suitable age at court
EVTDESC220	I gladly accept the Guardianship contract between [Root.GetTitledFirstName] and [New.GetTitledFirstName].	I gladly accept the Guardianship contract between [Root.GetTitledFirstName] and [New.GetTitledFirstName].
EVTDESC221	I fear that I cannot accept accept the Guardianship contract between [Root.GetTitledFirstName] and [New.GetTitledFirstName].	I fear that I cannot accept accept the Guardianship contract between [Root.GetTitledFirstName] and [New.GetTitledFirstName].
EVTDESC8701	To the Great [Root.GetTitledFirstName],\nYour wisdom and mercy are legendary. The Teutonic Order wishes to assist you in your valiant struggle against the pagans. By transfering a border County to the order, we will be able to establish a local presence and fight these heathens.	To the Great [Root.GetTitledFirstName],\nYour wisdom and mercy are legendary. The Teutonic Order wishes to assist you in your valiant struggle against the pagans. By transfering a border County to the order, we will be able to establish a local presence and fight these heathens.
EVTOPTB8501	An intriguing idea, but not at this time...	An intriguing idea, but not at this time...
EDUCATE_CHARACTER_INTERACTION_LONG_DESC	At age 6, children can be assigned a guardian for a proper upbringing. The choice is important, because the mentor will tend to pass on their skills, traits, religion, culture and type of education to the child.	At age 6, children can be assigned a guardian for a proper upbringing. The choice is important, because the mentor will tend to pass on their skills, traits, religion, culture and type of education to the child.
EDUCATE_CHARACTER_INTERACTION_0	Select a child to be tutored.	Select a child to be tutored.
EDUCATE_CHARACTER_INTERACTION_1	Select a guardian from the court of §Y[Recipient.GetBestName]§W.	Select a guardian from the court of §Y[Recipient.GetBestName]§W.
EDUCATE_CHARACTER_INTERACTION_1B	Select a guardian from our court.	Select a guardian from our court.
EDUCATE_CHARACTER_INTERACTION_3	Select a child from our court.	Propose that §Y[AdultExtra.GetTitledFirstName]§W should become the guardian of §Y[ChildExtra.GetTitledFirstName]§W.
EDUCATE_CHARACTER_INTERACTION_3B	Select a child from the court of §Y[Recipient.GetBestName]§W.	Select a child from our court.
EDUCATE_CHARACTER_INTERACTION_4	§Y[Recipient.GetTitledFirstName]§W's opinion of §Y[Actor.GetTitledFirstName]§W increased by §G$OPINION$§W.	Select a child from the court of §Y[Recipient.GetBestName]§W.
EDUCATE_CHARACTER_INTERACTION_4B	§Y[AdultExtra.GetTitledFirstName]§W's opinion of §Y[Actor.GetTitledFirstName]§W increased by §G$OPINION$§W.	§Y[Recipient.GetTitledFirstName]§W's opinion of §Y[Actor.GetTitledFirstName]§W increased by §G$OPINION$§W.
EDUCATE_CHARACTER_INTERACTION_5	§Y[ChildExtra.Guardian.GetBestName]§W's opinion of §Y[Actor.GetTitledFirstName]§W decreased by §R$OPINION$§W.	§Y[AdultExtra.GetTitledFirstName]§W's opinion of §Y[Actor.GetTitledFirstName]§W increased by §G$OPINION$§W.
EDUCATE_CHARACTER_INTERACTION_ACCEPT_SETUP	Guardianship Accepted	§Y[ChildExtra.Guardian.GetBestName]§W's opinion of §Y[Actor.GetTitledFirstName]§W decreased by §R$OPINION$§W.
EDUCATE_CHARACTER_INTERACTION_ACCEPT_LOG	§Y[AdultExtra.GetBestName]§W became the new guardian for §Y[ChildExtra.GetBestName]§W.	Guardianship Accepted
EDUCATE_CHARACTER_INTERACTION_DECLINE_SETUP	Guardianship Declined	§Y[AdultExtra.GetBestName]§W became the new guardian for §Y[ChildExtra.GetBestName]§W.
EDUCATE_CHARACTER_INTERACTION_DECLINE_LOG	§Y[AdultExtra.GetBestName]§W declined our proposal to be the new guardian for §Y[ChildExtra.GetBestName]§W.	Guardianship Declined
EDUCATE_CHARACTER_INTERACTION_LETTER	We propose that [AdultExtra.GetBestName] become the guardian and mentor of little [ChildExtra.GetBestName], so [ChildExtra.GetSubjectPronoun] can be raised as a proper [AdultExtra.Culture.GetName] [AdultExtra.Religion.GetName].	§Y[AdultExtra.GetBestName]§W declined our proposal to be the new guardian for §Y[ChildExtra.GetBestName]§W.
TECH_CONSTRUCTION	Construction	We propose that [AdultExtra.GetBestName] become the guardian and mentor of little [ChildExtra.GetBestName], so [ChildExtra.GetSubjectPronoun] can be raised as a proper [AdultExtra.Culture.GetName] [AdultExtra.Religion.GetName].
b_szczyrzycz	Szczyrzyc	Construction
EVTDESC30031	My prisoner [prisoner_spouse.GetTitledFirstName]'s spouse  [outside_spouse.GetTitledFirstName] sent me a letter insisting I would meet [outside_spouse.GetHerHim] in [outside_spouse.GetHerHis] keep. [outside_spouse.GetSheHeCap] asked me to show mercy and release [outside_spouse.GetHerHis] spouse for a hefty sum of money [outside_spouse.GetSheHe] obviously does not have.	Szczyrzyc
EVTOPTA30031	This is not negotiable	My prisoner [From.GetTitledFirstName]'s spouse  [From.Spouse.GetTitledFirstName] sent me a letter insisting I would meet [From.Spouse.GetHerHim] in [From.Spouse.GetHerHis] keep. [From.Spouse.GetSheHeCap] asked me to show mercy and release [From.Spouse.GetHerHis] spouse for a hefty sum of money [From.Spouse.GetSheHe] obviously does not have.
EVTTOOLTIP30036	[outside_spouse.GetTitledFirstName] will be warned about the consequences of freeing [prisoner_spouse.GetTitledFirstName]	This is not negotiable
EVTDESC3230	I have taken such pride in myself lately that my [Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledFirstName] noticed this and chided me about it.	[This.GetTitledFirstName] will be warned about the consequences of freeing [This.Spouse.GetTitledFirstName]
EVTOPTE3655	My [Root.GetLordSpiritualName], [Root.job_spiritual.GetTitledFirstName], is scared of the Wild Hunt!	I have taken such pride in myself lately that my [Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledFirstName] noticed this and chided me about it.
EVTDESC30059	The [Root.Religion.GetName] church's men are not always easy to deal with. I need to make sure that I have their blessing, and I have both my wife [Root.Spouse.GetFirstName] and my [Root.GetLordSpiritualName] [Root.job_spiritual.GetFullName] giving me advice on how to earn their approval.	My [Root.GetLordSpiritualName], [Root.job_spiritual.GetTitledFirstName], is scared of the Wild Hunt!
EVTDESC30072	The friendship between me and a male courtier is very special, but I fear I might lose him if I cannot find a way to make my husband [Root.Spouse.GetFirstName] get rid of the old [Root.GetLordSpiritualName] [Root.Spouse.job_spiritual.GetFullName] and appoint my friend as [Root.GetLordSpiritualName] in his stead.	The [Root.Religion.GetName] church's men are not always easy to deal with. I need to make sure I have their approval and I have both my wife [Root.Spouse.GetFirstName] and my [Root.GetLordSpiritualName] [Root.job_spiritual.GetFullName] giving me advice on how to earn the approval of the [Root.Religion.GetName] churches men.
EVTDESC30073	I have noticed [Root.Spouse.GetFirstName]'s affection for one of the courtiers and heard her praise his [Player.Religion.GetPietyName], so it did not surprise me when she approached me and tried to convince me to appoint him as [Root.GetLordSpiritualName]. Trouble is, [Root.job_spiritual.GetFullName] is well respected and many would disapprove if I were to fulfill [Root.Spouse.GetFirstName]'s wish.	The friendship between me and a male courtier is very special, but I fear I might lose him if I cannot find a way to make my husband [Root.Spouse.GetFirstName] get rid of the old [Root.GetLordSpiritualName] [Root.Spouse.job_spiritual.GetFullName] and appoint my friend as [Root.GetLordSpiritualName] in his stead.
EVTOPTA30073	I will make [Root.Spouse.GetFirstName]'s friend [Root.GetLordSpiritualName]	I have noticed [Root.Spouse.GetFirstName]'s affection for one of the courtiers and heard her praise his [Player.Religion.GetPietyName], so it did not surprise me when she approached me and tried to convince me to appoint him as [Root.GetLordSpiritualName]. Trouble is, [Root.job_spiritual.GetFullName] is well respected and many would disapprove if I were to fulfill [Root.Spouse.GetFirstName]'s wish.
EVTDESC30074	I know [Root.GetLordSpiritualName] [Root.Spouse.job_spiritual.GetFullName] is well respected, many would disapprove and reproach my husband [Root.Spouse.GetFullName] if he chooses to appoint my friend as the [Root.GetLordSpiritualName], but I don't care. I need a friend at court!	I will make [Root.Spouse.GetFirstName]'s friend [Root.GetLordSpiritualName]
EVTOPTA30074	Joyous news! My friend is [Root.GetLordSpiritualName]!	I know [Root.GetLordSpiritualName] [Root.Spouse.job_spiritual.GetFullName] is well respected, many would disapprove and reproach my husband [Root.Spouse.GetFullName] if he chooses to appoint my friend as the [Root.GetLordSpiritualName], but I don't care. I need a friend at court!
EVTTOOLTIP69089	All courtiers will know that [Root.GetTitledFirstName] does not trust [Root.GetLordSpiritualName] [This.GetTitledFirstName]	Joyous news! My friend is [Root.GetLordSpiritualName]!
EVTDESC69089	[From.GetTitledFirstName]'s distrust in me as [From.GetHerHis] [From.GetLordSpiritualName] has made everyone in court dislike me!	All courtiers will know that [Root.GetTitledFirstName] does not trust [Root.GetLordSpiritualName] [This.GetTitledFirstName]
EVTDESC75004	There is no [Root.job_spiritual.GetManWoman] better at increasing the Church's opinion of me or teach me to become a more pious [Root.GetManWoman] than my [Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledFirstName]!	[From.GetTitledFirstName]'s distrust in me as [From.GetHerHis] [From.GetLordSpiritualName] has made everyone in court dislike me!
#EVTDESC75041	There's an infidel at your court, my liege!', my [Root.GetLordSpiritualName] [From.GetTitledFirstName] said.\n'I demand you burn the infidel at the stake!'	There is no man better at increasing the Church's opinion of me or teach me to become a more pious [Root.GetManWoman] than my [Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledFirstName]!
#EVTDESC75042	There's a infidel at your court, my liege!', my [Root.GetLordSpiritualName] [From.GetTitledFirstName] said.\n'I demand you banish the infidel!'	There's an infidel at your court, my liege!', my [Root.GetLordSpiritualName] [From.GetTitledFirstName] said.\n'I demand you burn the infidel at the stake!'
#EVTDESC75051	My liege, you have a heretic in your court!', my [Root.GetLordSpiritualName] [From.GetTitledFirstName] told me in confidence.\n'I recommend you set an example and burn the heretic on the stake!'	There's a infidel at your court, my liege!', my [Root.GetLordSpiritualName] [From.GetTitledFirstName] said.\n'I demand you banish the infidel!'
EVTDESC75052	[Root.GetLordSpiritualName] [From.GetTitledFirstName] found a heretic at my court and insisted, nay, demanded that I would banish the heretic and make sure the heretic would never return on pain of death.	My liege, you have a heretic in your court!', my [Root.GetLordSpiritualName] [From.GetTitledFirstName] told me in confidence.\n'I recommend you set an example and burn the heretic on the stake!'
EVTDESC75054	What good is my position as [From.GetLordSpiritualName] if my liege won't listen to me? The heretic did not burn on the stake despite my desperate demands to [From.GetTitledFirstName].	[Root.GetLordSpiritualName] [From.GetTitledFirstName] found a heretic at my court and insisted, nay, demanded that I would banish the heretic and make sure the heretic would never return on pain of death.
EVTDESC20000	My liege, I am pleased to report the success of my mission to [From.Location.GetName]. The majority of the population have been converted to the [From.Religion.GetName] faith!\nYour humble [Root.GetLordSpiritualName]\n[From.GetTitledName]	What good is my position as [From.GetLordSpiritualName] if my liege won't listen to me? The heretic did not burn on the stake despite my desperate demands to [From.GetTitledFirstName].
EVTDESC20011	My liege, I am pleased to report that your errant subject, [From.GetTitledName], has converted to the [From.Religion.GetName] faith. Praise [From.Religion.GetRandomGodName]!\n\nYour humble [Root.GetLordSpiritualName],\n[Root.job_spiritual.GetTitledName]	My liege, I am pleased to report the success of my mission to [From.Location.GetName]. The majority of the population have been converted to the [From.Religion.GetName] faith!\nYour humble [Root.GetLordSpiritualName]\n[From.GetTitledName]
EVTDESC20012	My liege, after being convinced by the [From.GetLordSpiritualName] from another county, I have decided to convert to the [From.Religion.GetName] faith!\n\nYour humble servant,\n[From.GetTitledName]	My liege, I am pleased to report that your errant subject, [From.GetTitledName], has converted to the [From.Religion.GetName] faith. Praise [From.Religion.GetRandomGodName]!\n\nYour humble [Root.GetLordSpiritualName],\n[Root.job_spiritual.GetTitledName]
#EVTNAME902	Heathens Attack the [Root.Liege.GetLordSpiritualName]	My liege, after being convinced by the [From.GetLordSpiritualName] from another province, I have decided to convert to the [From.Religion.GetName] faith!\n\nYour humble servant,\n[From.GetTitledName]
#EVTDESC20022	My liege, heathens attacked me when I tried to spread the Holy Faith in [wounded_location.GetName]! I barely escaped with my life and am now severely wounded.\n\nYour humble [Root.GetLordSpiritualName],\n[From.GetTitledName]	Heathens Attack the [Root.Liege.GetLordSpiritualName]
EVTDESC20023	[Root.GetTitledName], your [Root.GetLordSpiritualName] [From.GetTitledName] was killed by heathens when trying to spread the Holy Faith in [From.Location.GetName].	My liege, heathens attacked me when I tried to spread the Holy Faith in [From.Location.GetName]! I barely escaped with my life and am now severely wounded.\n\nYour humble [Root.GetLordSpiritualName],\n[From.GetTitledName]
EVTTOOLTIP20032	Send a letter to [From.Host.GetTitledName] explaining [From.Host.GetHerHis] [From.GetLordSpiritualName]'s mistake	[Root.GetTitledName], your [Root.GetLordSpiritualName] [From.GetTitledName] was killed by heathens when trying to spread the Holy Faith in [From.Location.GetName].
#EVTDESC20032	My [Root.GetTitle], word has reached me that your [Root.GetLordSpiritualName] has accused me of heresy! I implore you, as a God-fearing, devout [Root.Religion.GetName] to another God-fearing, devout [Root.Religion.GetName] to believe me when I tell you I am not a heretic!\n\nYour humble [From.GetTitle],\n[From.GetTitledName]	Send a letter to [From.Host.GetTitledName] explaining [From.Host.GetHerHis] [From.GetLordSpiritualName]'s mistake
EVTTOOLTIP20034	A chastising letter is sent to the [Root.GetLordSpiritualName]	My [Root.GetTitle], word has reached me that your [Root.GetLordSpiritualName] has accused me of heresy! I implore you, as a God-fearing, devout [Root.Religion.GetName] to another God-fearing, devout [Root.Religion.GetName] to believe me when I tell you I am not a heretic!\n\nYour humble [From.GetTitle],\n[From.GetTitledName]
EVTTOOLTIP20036	A complimentary letter is sent to the [Root.GetLordSpiritualName]	A chastising letter is sent to the [Root.GetLordSpiritualName]
EVTDESC20033	My [Root.GetTitle], I ask for your forgiveness as a pious [From.Religion.GetName]! My [Root.GetLordSpiritualName]'s precipitous conclusion will no longer cause you any more grievance as I personally will make sure your [Player.Religion.GetPietyName] will be known as a fact and not a question.\nYour humble [From.GetTitle],\n[From.GetTitledName]	A complimentary letter is sent to the [Root.GetLordSpiritualName]
#EVTDESC20034	My [Root.GetLordSpiritualName], after investigating the heretic further I can assure you that he is a devout [From.Religion.GetName] and a God-fearing man. If this mistake recur I will not be as understanding. Make sure the heretic really is a heretic before you falsely accuse anyone.\n\n[From.GetTitledName]	My [Root.GetTitle], I ask for your forgiveness as a pious [From.Religion.GetName]! My [Root.GetLordSpiritualName]'s precipitous conclusion will no longer cause you any more grievance as I personally will make sure your [Player.Religion.GetPietyName] will be known as a fact and not a question.\nYour humble [From.GetTitle],\n[From.GetTitledName]
EVTDESC20036	My [Root.GetLordSpiritualName], the evidence you presented against the noble is convincing and robust enough, there is no doubt in my mind that you have found a real heretic. A work well done!\n\nYour humble [From.GetTitle],\n[From.GetTitledName]	My [Root.GetLordSpiritualName], after investigating the heretic further I can assure you that he is a devout [From.Religion.GetName] and a God-fearing man. If this mistake recur I will not be as understanding. Make sure the heretic really is a heretic before you falsely accuse anyone.\n\n[From.GetTitledName]
EVTDESC20038	News of unrest in [From.Location.GetName]! The [Root.GetLordSpiritualName] of [From.Liege.PrimaryTitle.GetName] has been trying to root out heresy and convert the population, but the peasants have been resisting and are now arming themselves.	My [Root.GetLordSpiritualName], the evidence you presented against the noble is convincing and robust enough, there is no doubt in my mind that you have found a real heretic. A work well done!\n\nYour humble [From.GetTitle],\n[From.GetTitledName]
EVTDESC20039	My liege, I write to you with bad news from [From.Location.GetName]. My efforts to root out heresy and convert the population have met with resistance, and the peasants are arming themselves. I fear we might have a revolt on our hands here soon.\n\nYour humble [Root.GetLordSpiritualName],\n[From.GetTitledName]	News of unrest in [From.Location.GetName]! The [Root.GetLordSpiritualName] of [From.Liege.PrimaryTitle.GetName] have been trying to root out heresy and convert the population, but the peasants have been resisting and are now arming themselves.
EVTDESC20071	My liege, I have good news from my mission to [From.Location.GetName]! During my visit to the court of [From.GetBestName], I have filled [From.GetHerHis] ears with poisonous slander and evil rumors about [From.GetHerHis] spiritual leader. Their relation has been thoroughly sabotaged and I foresee that it is going to be anything but good from now on.\n\nYour humble [Root.GetLordSpiritualName],\n[Root.job_spiritual.GetTitledName]	My liege, I write to you with bad news from [From.Location.GetName]. My efforts to root out heresy and convert the population have met with resistance, and the peasants are arming themselves. I fear we might have a revolt on our hands here soon.\n\nYour humble [Root.GetLordSpiritualName],\n[From.GetTitledName]
EVTDESC20260	My liege, during my stay in [From.Location.GetName] I have found a great philosopher who has agreed to help me with my studies to enhance culture in the county. With your permission I would suggest that we employ him.\n\nYour humble [Root.GetLordSpiritualName],\n[From.GetTitledName]	My liege, I have good news from my mission to [From.Location.GetName]! During my visit to the court of [From.GetBestName], I have filled [From.GetHerHis] ears with poisonous slander and evil rumors about [From.GetHerHis] spiritual leader. Their relation has been thoroughly sabotaged and I foresee that it is going to be anything but good from now on.\n\nYour humble [Root.GetLordSpiritualName],\n[Root.job_spiritual.GetTitledName]
EVTDESC73230	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_spiritual.GetTitledFirstName] as [Root.Liege.GetHerHis] [Root.GetLordSpiritualName]. I am more competent and would be a better [Root.GetLordSpiritualName]!	My liege, during my stay in [From.Location.GetName] I have found a great philosopher who has agreed to help me with my studies to enhance culture in the province. With your permission I would suggest that we employ him.\n\nYour humble [Root.GetLordSpiritualName],\n[From.GetTitledName]
EVTDESC73231	[From.GetBestName] claims that [From.GetSheHe] would be a better [Root.GetLordSpiritualName] than [Root.job_spiritual.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of [Root.GetLordSpiritualName] of the [Root.PrimaryTitle.GetFullName].	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_spiritual.GetTitledFirstName] as [Root.Liege.GetHerHis] [Root.GetLordSpiritualName]. I am more competent and would be a better [Root.GetLordSpiritualName]!
EVTOPTA73231	[From.GetSheHeCap] is now my new [Root.GetLordSpiritualName]	[From.GetBestName] claims that [From.GetSheHe] would be a better [Root.GetLordSpiritualName] than [Root.job_spiritual.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of [Root.GetLordSpiritualName] of the [Root.PrimaryTitle.GetFullName].
EVTDESC73232	My liege [From.GetBestName] is not entirely happy with our performance as [From.GetLordSpiritualName] of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..	[From.GetSheHeCap] is now my new [Root.GetLordSpiritualName]
EVTDESC73233	Enough time has passed, I deserve to become [Root.Liege.GetLordSpiritualName] of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!	My liege [From.GetBestName] is not entirely happy with our performance as [From.GetLordSpiritualName] of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..
EVTOPTA73234	[From.GetSheHeCap] is now my new [Root.GetLordSpiritualName]	Enough time has passed, I deserve to become [Root.Liege.GetLordSpiritualName] of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!
EVTDESC73235	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as [From.GetLordSpiritualName] of the [From.PrimaryTitle.GetFullName].\n\n[From.GetBestName]	[From.GetSheHeCap] is now my new [Root.GetLordSpiritualName]
EVTDESC20270	My [Root.GetTitle], the more I study the [From.Religion.GetName] religion the more I feel compelled to embrace it and to show you the wisdom that lies in these texts. I have sent you excerpts from the most interesting parts... ...I urge you to follow my example and embrace the [From.Religion.GetName] religion.\n\nYour [Root.GetLordSpiritualName],\n[From.GetTitledFirstName]	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as [From.GetLordSpiritualName] of the [From.PrimaryTitle.GetFullName].\n\n[From.GetBestName]
