#CODE	ENGLISH	ENGLISH
AIREASON_CAN_PAY_OWN_RANSOM	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom
EVTOPTA_SoA_5027	If only I hadn't listened to those useless peasants that gave me directions.	If only I hadn't listened to those useless peasants that gave me directions.
EVTOPTB_SoA_5027	If only I'd listened more to those peasants that gave me directions.	If only I'd listened more to those peasants that gave me directions.
EVTNAME_SoA_5028	Deep in the night...	Deep in the night...
EVTDESC_SoA_5028	Sleeping at the pilgrim's inn, you dream a beautiful dream. You are walking through a dense wood, filled with the wonderful sounds and smells of nature. Little squirrels run across your path and birds sing in the trees. You keep walking through the wood, and then you notice a new and strange but familiar smell. You can't quite put your finger on what it is, though. Hmm, it's something you should know, something important... Hmm... yes, it's... it's... it's fire! You are instantly wide awake. The room is hot, you can hear the sound of crackling flames and a moment later you also hear people screaming. Indeed, the inn is on fire!	Sleeping at the pilgrim's inn, you dream a beautiful dream. You are walking through a dense wood, filled with the wonderful sounds and smells of nature. Little squirrels run across your path and birds sing in the trees. You keep walking through the wood, and then you notice a new and strange but familiar smell. You can't quite put your finger on what it is, though. Hmm, it's something you should know, something important... Hmm... yes, it's... it's... it's fire! You are instantly wide awake. The room is hot, you can hear the sound of crackling flames and a moment later you also hear people screaming. Indeed, the inn is on fire!
EVTOPTA_SoA_5028	Help put it out!	Help put it out!
EVTOPTB_SoA_5028	Save yourself and let others handle it.	Save yourself and let others handle it.
EVTDESC_SoA_5029	They said this was a lawless stretch of road, but you still feel rather unlucky to be in this situation. The robbers are many and armed, and they demand that you pay a 'toll' before you are allowed to pass.	They said this was a lawless stretch of road, but you still feel rather unlucky to be in this situation. The robbers are many and armed, and they demand that you pay a 'toll' before you are allowed to pass.
EVTOPTA_SoA_5029	Pay up.	Pay up.
EVTOPTB_SoA_5029	Give these scoundrels the only thing they deserve – steel!	Give these scoundrels the only thing they deserve – steel!
EVTDESC_SoA_5030	The old wooden bridge has carried many pilgrims in its day. It creaks suspiciously as you step on it.	The old wooden bridge has carried many pilgrims in its day. It creaks suspiciously as you step on it.
EVTOPTA_SoA_5030	No time to stop, I'm sure it'll hold.	No time to stop, I'm sure it'll hold.
EVTOPTB_SoA_5030	Stop and help repair it.	Stop and help repair it.
EVTOPTC_SoA_5030	These people deserve a stone bridge. I shall pay for it.	These people deserve a stone bridge. I shall pay for it.
EVTDESC_SoA_5031	You lay awake at night reflecting on your pilgrimage. It's an inner journey as well as a physical one, but can you be sure of which destination it will take you to? And do you even want to have that certainty?	You lay awake at night reflecting on your pilgrimage. It's an inner journey as well as a physical one, but can you be sure of which destination it will take you to? And do you even want to have that certainty?
EVTOPTA_SoA_5031	The mind wanders where it will.	The mind wanders where it will.
EVTOPTB_SoA_5031	It's all right there on the map. Time to get some sleep!	It's all right there on the map. Time to get some sleep!
EVTDESC_SoA_5032	Travelling down a long and lonesome road, you come upon a man lying in a ditch. He seems to have been robbed and beaten up quite badly.	Travelling down a long and lonesome road, you come upon a man lying in a ditch. He seems to have been robbed and beaten up quite badly.
EVTOPTA_SoA_5032	Bind up his wounds, help him to an inn and pay for his recovery.	Bind up his wounds, help him to an inn and pay for his recovery.
EVTOPTB_SoA_5032	Leave him, he's probably dead anyway.	Leave him, he's probably dead anyway.
EVTNAME_SoA_5033	The flood	The flood
EVTDESC_SoA_5033	There have been strong rains in the area lately, and the valley that you need to cross has been transformed into a sizeable lake. The water is still rising, so you start to build a large raft in order to cross. When you're almost finished building it, a group of farmers show up and explain that they also need to cross the valley in order to get back to their homes. They bring with them a number of animals that they've rescued from the flood.	There have been strong rains in the area lately, and the valley that you need to cross has been transformed into a sizeable lake. The water is still rising, so you start to build a large raft in order to cross. When you're almost finished building it, a group of farmers show up and explain that they also need to cross the valley in order to get back to their homes. They bring with them a number of animals that they've rescued from the flood.
EVTOPTA_SoA_5033	I'm not sharing my raft with anyone, man or beast.	I'm not sharing my raft with anyone, man or beast.
EVTOPTB_SoA_5033	Bring the farmers with all their animals.	Bring the farmers with all their animals.
EVTOPTC_SoA_5033	Only let them bring the cats and dogs.	Only let them bring the cats and dogs.
noahs_ark_cats_dogs	It had better not rain any more.	It had better not rain any more.
EVTDESC_SoA_5034	At your camp at night, a large group of fellow pilgrims appear. They have travelled far and are hungry and out of food. You look through your supplies, but you have only just over half a dozen loaves of bread and a few fishes.	At your camp at night, a large group of fellow pilgrims appear. They have travelled far and are hungry and out of food. You look through your supplies, but you have only just over half a dozen loaves of bread and a few fishes.
EVTOPTA_SoA_5034	Share it around, it's more filling than it looks.	Share it around, it's more filling than it looks.
EVTOPTB_SoA_5034	Sorry, there's not enough for everyone.	Sorry, there's not enough for everyone.
EVTDESC_SoA_5035	You have spent the last fews days of your journey on water. The vessel you are travelling on rocks gently in the breeze, as the sailors go about their business. Being on board ship is quite unlike being on land – so much is different, so many strange words for all the things here. Starboard? Abaft? Aground? What does it all mean?	You have spent the last fews days of your journey on water. The vessel you are travelling on rocks gently in the breeze, as the sailors go about their business. Being on board ship is quite unlike being on land – so much is different, so many strange words for all the things here. Starboard? Abaft? Aground? What does it all mean?
EVTOPTA_SoA_5035	This is fascinating. I must take the opportunity to learn.	This is fascinating. I must take the opportunity to learn.
EVTOPTB_SoA_5035	This does not concern me. I will spend my time in prayer.	This does not concern me. I will spend my time in prayer.
EVTDESC_SoA_5036	As you stop to make camp near a river crossing along with other pilgrims, you observe a group of builders working on a new bridge just upstream. You walk up to them and see that the arches of the bridge are already half completed. The master builder notices your interest and walks up to you and offers to tell you about the construction techniques they are using.	As you stop to make camp near a river crossing along with other pilgrims, you observe a group of builders working on a new bridge just upstream. You walk up to them and see that the arches of the bridge are already half completed. The master builder notices your interest and walks up to you and offers to tell you about the construction techniques they are using.
EVTOPTA_SoA_5036	Yes, tell me more about this.	Yes, tell me more about this.
EVTOPTB_SoA_5036	Nobles build castles. This is for peasants.	Nobles build castles. This is for peasants.
EVTDESC_SoA_5037	The journey is long and hard. Your feet are sore, and your back as well. Far from the castle kitchens the food is barely edible, and on top of that you seem to feel cold all the time. Perhaps you were not quite cut out for this pilgrimage thing?	The journey is long and hard. Your feet are sore, and your back as well. Far from the castle kitchens the food is barely edible, and on top of that you seem to feel cold all the time. Perhaps you were not quite cut out for this pilgrimage thing?
EVTOPTA_SoA_5037	My faith will see me through.	My faith will see me through.
EVTOPTB_SoA_5037	Maybe this was a bad idea. I'll stay and rest for a while.	Maybe this was a bad idea. I'll stay and rest for a while.
EVTDESC_SoA_5038	As you pass through a small village along the pilgrim's path, an old woman comes up to you. She has recognized you as a pilgrim and explains that her daughter and her family live close to your destination. They are suffering hard times and she asks you to bring them a large purse of money.	As you pass through a small village along the pilgrim's path, an old woman comes up to you. She has recognized you as a pilgrim and explains that her daughter and her family live close to your destination. They are suffering hard times and she asks you to bring them a large purse of money.
EVTOPTA_SoA_5038	Of course I will help you.	Of course I will help you.
EVTOPTB_SoA_5038	Of course I will help you (secretly add some money of your own).	Of course I will help you (secretly add some money of your own).
EVTOPTC_SoA_5038	Of course I will help you (lie and keep the money for yourself).	Of course I will help you (lie and keep the money for yourself).
EVTOPTD_SoA_5038	This is not my business, old crone.	This is not my business, old crone.
EVTDESC_SoA_5039	There is a star shining unusually bright in the clear sky. You see it every night, and its position coincides more or less with the direction to the destination of your pilgrimage.	There is a star shining unusually bright in the clear sky. You see it every night, and its position coincides more or less with the direction to the destination of your pilgrimage.
EVTOPTA_SoA_5039	The Lord is showing me the way.	The Lord is showing me the way.
EVTOPTB_SoA_5039	It's a bright star, so what?	It's a bright star, so what?
EVTNAME_SoA_5045	Riders approach...	Riders approach...
EVTDESC_SoA_5045	Thundering hooves are heard down the road. The pilgrims look with apprehension at the rising dust cloud. As the riders close, steel armour and steel-tipped lances reflect the bright sunlight. The tension rises, but then a collective sigh of relief is heard as the banner of the holy knights is seen flying above the mass of armored men. The knights halt before the pilgrims and graciously offer to accompany you on the road.	Thundering hooves are heard down the road. The pilgrims look with apprehension at the rising dust cloud. As the riders close, steel armour and steel-tipped lances reflect the bright sunlight. The tension rises, but then a collective sigh of relief is heard as the banner of the holy knights is seen flying above the mass of armored men. The knights halt before the pilgrims and graciously offer to accompany you on the road.
EVTOPTA_SoA_5045	Praised be [Root.Religion.GetRandomGodName]! A most welcome escort!	Praised be [Root.Religion.GetRandomGodName]! A most welcome escort!
EVTOPTB_SoA_5045	Never trust armed men who appear out of nowhere.	Never trust armed men who appear out of nowhere.
EVTDESC_SoA_5046	As the evening approaches after a long day on the road, you come upon several campfires. Around the fires you find a group of holy knights, resting after a long day's ride. They invite you to share their meal and trade stories.	As the evening approaches after a long day on the road, you come upon several campfires. Around the fires you find a group of holy knights, resting after a long day's ride. They invite you to share their meal and trade stories.
EVTOPTA_SoA_5046	Discuss theology with the knights.	Discuss theology with the knights.
EVTOPTB_SoA_5046	Trade stories of war.	Trade stories of war.
EVTDESC_SoA_5047	During the last couple of days, you have made company on the road with a holy knight on his way to the same destination. You have lively and interesting conversations, and you find that you have many things in common.	During the last couple of days, you have made company on the road with a holy knight on his way to the same destination. You have lively and interesting conversations, and you find that you have many things in common.
EVTOPTA_SoA_5047	How unexpected, to make a new friend this far from home.	How unexpected, to make a new friend this far from home.
EVTOPTB_SoA_5047	I have no need for friends.	I have no need for friends.
gain_friend	[Root.GetTitledName] gains a new friend.	[Root.GetTitledName] gains a new friend.
EVTDESC_SoA_5087	You have made friends with [From.GetTitledName].	You have made friends with [From.GetTitledName].
EVTOPTA_SoA_5087	Great!	Great!
EVTNAME_SoA_5050	Canterbury	Canterbury
EVTDESC_SoA_5050	You have finally arrived at Canterbury! It is beautifully situated on the river Stour in Kent in southeast England. The town itself and the surrounding meadows are full of pilgrims from all over Europe. You start to make your way through the hustle and bustle, eager to see the famous cathedral and contemplate the tomb of the martyr Thomas Becket, who was viciously murdered inside the cathedral itself.	You have finally arrived at Canterbury! It is beautifully situated on the river Stour in Kent in southeast England. The town itself and the surrounding meadows are full of pilgrims from all over Europe. You start to make your way through the hustle and bustle, eager to see the famous cathedral and contemplate the tomb of the martyr Thomas Becket, who was viciously murdered inside the cathedral itself.
EVTOPTA_SoA_5050	A green and pleasant land!	A green and pleasant land!
EVTNAME_SoA_5051	Jerusalem	Jerusalem
EVTDESC_SoA_5051	You have finally arrived at Jerusalem! Passing by the Mount of Olives, you enter through the city gate and are immediately overcome by a feeling of having made a truly epic journey. The city is filled with people of all creeds and colors, the air heavy with smells of strange spices and foreign plants. You make your way through the throng of people and animals, excited by the knowledge that you are now close to the Via Dolorosa and the other holy places. You plan to also visit the Church of the Nativity in Bethlehem, but first of all you need to find someplace to stay. After all, you wouldn't want to be forced to sleep in a stable, would you?	You have finally arrived at Jerusalem! Passing by the Mount of Olives, you enter through the city gate and are immediately overcome by a feeling of having made a truly epic journey. The city is filled with people of all creeds and colors, the air heavy with smells of strange spices and foreign plants. You make your way through the throng of people and animals, excited by the knowledge that you are now close to the Via Dolorosa and the other holy places. You plan to also visit the Church of the Nativity in Bethlehem, but first of all you need to find someplace to stay. After all, you wouldn't want to be forced to sleep in a stable, would you?
EVTOPTA_SoA_5051	O Jerusalem, Jerusalem!	O Jerusalem, Jerusalem!
EVTNAME_SoA_5052	Köln	Köln
EVTDESC_SoA_5052	You have finally arrived at Köln! The mighty cathedral housing the relics of the Three Kings is still under construction, but it is an impressive structure nonetheless. The city itself lies on the mighty river Rhine, and busy commerce mingles with the flow of pilgrims.	You have finally arrived at Köln! The mighty cathedral housing the relics of the Three Kings is still under construction, but it is an impressive structure nonetheless. The city itself lies on the mighty river Rhine, and busy commerce mingles with the flow of pilgrims.
EVTOPTA_SoA_5052	I will pray at the Shrine of the Three Kings!	I will pray at the Shrine of the Three Kings!
EVTNAME_SoA_5053	Rome	Rome
EVTDESC_SoA_5053	You have finally arrived at Rome! As you enter the Eternal City, you are struck by the many ancient buildings and monuments that you pass by. It is truly impressive, and you try to imagine how the apostles felt when they first came here on their holy mission at a time when the city's power was at its peak. Though large areas seem to be depopulated, the city still boasts an impressive population concentrated around the Tiber river. The holy sites you want to visit are primarily the basilicas of Saint Peter and Saint Paul, as well as other early churches and places connected to the martyrs. You start making your way to the center of the city, hoping that you won't get lost in traffic as the crowds start to get more dense.	You have finally arrived at Rome! As you enter the Eternal City, you are struck by the many ancient buildings and monuments that you pass by. It is truly impressive, and you try to imagine how the apostles felt when they first came here on their holy mission at a time when the city's power was at its peak. Though large areas seem to be depopulated, the city still boasts an impressive population concentrated around the Tiber river. The holy sites you want to visit are primarily the basilicas of Saint Peter and Saint Paul, as well as other early churches and places connected to the martyrs. You start making your way to the center of the city, hoping that you won't get lost in traffic as the crowds start to get more dense.
EVTOPTA_SoA_5053	A thousand roads lead men forever to Rome!	A thousand roads lead men forever to Rome!
EVTNAME_SoA_5054	Santiago	Santiago
EVTDESC_SoA_5054	You have finally arrived at Santiago, the oldest major pilgrimage site in the West. It is an inland town close to the Atlantic Ocean, with origins going back at least to the Roman Empire. The fabled Way of Saint James is a long road to travel, and you have passed through many towns and villages on your way here.\n\nThe legend holds that as Saint James' remains were brought here by ship from Jerusalem, they were lost at sea due to a storm. But soon after they were miraculously washed ashore, covered in scallops. Because of this, scallop shells have become a popular souvenir among pilgrims.\n\nYour mind dwells on the legends of this holy place,  as you make your way through the crowds towards the center of town.	You have finally arrived at Santiago, the oldest major pilgrimage site in the West. It is an inland town close to the Atlantic Ocean, with origins going back at least to the Roman Empire. The fabled Way of Saint James is a long road to travel, and you have passed through many towns and villages on your way here.\n\nThe legend holds that as Saint James' remains were brought here by ship from Jerusalem, they were lost at sea due to a storm. But soon after they were miraculously washed ashore, covered in scallops. Because of this, scallop shells have become a popular souvenir among pilgrims.\n\nYour mind dwells on the legends of this holy place,  as you make your way through the crowds towards the center of town.
EVTOPTA_SoA_5054	I must remember to bring a seashell home with me!	I must remember to bring a seashell home with me!
EVTNAME_SoA_5097	Constantinople	Constantinople
EVTDESC_SoA_5097	You have finally arrived at Constantinople! The city is enormous, dwarfing all other cities that you've seen. There is a bustle of people, commerce, sounds and smells that overpower your senses and leave you quite dizzy. As you make your way through the streets in order to find a place to stay, you are impressed by scale and number of the ancient churches and monuments that appear everywhere along your path.\n\nYou press on through the crowds, eager to finally look upon such fabled churches as the Hagia Sofia and the Saint George.	You have finally arrived at Constantinople! The city is enormous, dwarfing all other cities that you've seen. There is a bustle of people, commerce, sounds and smells that overpower your senses and leave you quite dizzy. As you make your way through the streets in order to find a place to stay, you are impressed by scale and number of the ancient churches and monuments that appear everywhere along your path.\n\nYou press on through the crowds, eager to finally look upon such fabled churches as the Hagia Sofia and the Saint George.
EVTOPTA_SoA_5097	Ah, the City of Constantine!	Ah, the City of Constantine!
EVTNAME_SoA_5098	Aksum	Aksum
EVTDESC_SoA_5098	You have finally arrived at Aksum! This is one of the oldest centers of the Christian faith, and it is here that the Ark of the Covenant is kept, guarded by monks inside the Church of Our Lady Mary of Zion. Though no longer the great city it once was, Aksum is still an important center of pilgrimage, and you can see many travellers in the streets.	You have finally arrived at Aksum! This is one of the oldest centers of the Christian faith, and it is here that the Ark of the Covenant is kept, guarded by monks inside the Church of Our Lady Mary of Zion. Though no longer the great city it once was, Aksum is still an important center of pilgrimage, and you can see many travellers in the streets.
EVTOPTA_SoA_5098	It is beautiful, ancient Aksum!	It is beautiful, ancient Aksum!
EVTNAME_SoA_5099	Antioch	Antioch
EVTDESC_SoA_5099	You have finally arrived at Antioch! This is the oldest city of Christianity, the first place where people actually began to call themselves 'Christian'. Saint Peter and Saint Paul both worked here, as did Saint Ignatius. It is a place where early Christendom was formed and defined, and it later expanded from here, westwards, to Rome and beyond.\n\nAs your feet tread the ancient streets of Antioch, you can feel the history and tradition in the air around you.	You have finally arrived at Antioch! This is the oldest city of Christianity, the first place where people actually began to call themselves 'Christian'. Saint Peter and Saint Paul both worked here, as did Saint Ignatius. It is a place where early Christendom was formed and defined, and it later expanded from here, westwards, to Rome and beyond.\n\nAs your feet tread the ancient streets of Antioch, you can feel the history and tradition in the air around you.
EVTOPTA_SoA_5099	A great and ancient city!	A great and ancient city!
EVTDESC_SoA_5056	As you walk around on this holy ground, you ponder the secrets and the essence of God. The teachings of the holy church have never felt more relevant to you than now. Imagine the knowledge contained in the scriptures stored here!	As you walk around on this holy ground, you ponder the secrets and the essence of God. The teachings of the holy church have never felt more relevant to you than now. Imagine the knowledge contained in the scriptures stored here!
EVTOPTA_SoA_5056	The way to Heaven is through study.	The way to Heaven is through study.
EVTOPTB_SoA_5056	No, I shall spend my time praying.	No, I shall spend my time praying.
EVTDESC_SoA_5057	The saints, this holy ground, how it all moves my soul! I realize now that all my life up to this point has only been a preparation for this journey. How wondrous that the light of the Lord truly shines in me, a poor sinner. From now on I shall always do His work.	The saints, this holy ground, how it all moves my soul! I realize now that all my life up to this point has only been a preparation for this journey. How wondrous that the light of the Lord truly shines in me, a poor sinner. From now on I shall always do His work.
EVTOPTA_SoA_5057	Praise [Root.Religion.GetRandomGodName]!	Praise [Root.Religion.GetRandomGodName]!
EVTDESC_SoA_5058	Traveling all this way to see the holy places, you had hoped for more than this. It's just lots of people, some churches and a few bones that really look quite suspicious. Before coming, you had read the exalted stories of other pilgrims, but this just isn't like they described it.	Traveling all this way to see the holy places, you had hoped for more than this. It's just lots of people, some churches and a few bones that really look quite suspicious. Before coming, you had read the exalted stories of other pilgrims, but this just isn't like they described it.
EVTOPTA_SoA_5058	That's it?	That's it?
EVTDESC_SoA_5059	As you approach the holy temple, you overhear a theological discussion between several priests. You stop and eagerly engage them in conversation, expanding upon several of your favorite topics. They are very impressed by your knowledge and invite you to hold a lecture for a group of assembled religious scholars.	As you approach the holy temple, you overhear a theological discussion between several priests. You stop and eagerly engage them in conversation, expanding upon several of your favorite topics. They are very impressed by your knowledge and invite you to hold a lecture for a group of assembled religious scholars.
EVTOPTA_SoA_5059	I will be most pleased to share my knowledge.	I will be most pleased to share my knowledge.
EVTDESC_SoA_5060	The bustling mass of pilgrims is impressive, as are the many languages, colors and ways of dress present. People come here from west, east, north and south. You are standing at a place where the roads meet, and that is where people and ideas meet.	The bustling mass of pilgrims is impressive, as are the many languages, colors and ways of dress present. People come here from west, east, north and south. You are standing at a place where the roads meet, and that is where people and ideas meet.
EVTOPTA_SoA_5060	Take the opportunity to observe different languages and customs.	Take the opportunity to observe different languages and customs.
EVTOPTB_SoA_5060	Take the opportunity to meet new people.	Take the opportunity to meet new people.
EVTDESC_SoA_5061	The stories of other pilgrims all spoke of how impressive this place is. Now that you can see it with your own eyes, you can only join in their praise. You are glad that you came here, to one of Christianity's holiest places.	The stories of other pilgrims all spoke of how impressive this place is. Now that you can see it with your own eyes, you can only join in their praise. You are glad that you came here, to one of Christianity's holiest places.
EVTOPTA_SoA_5061	It was well worth the journey!	It was well worth the journey!
EVTDESC_SoA_5062	So far from home, all alone, and so many lovely people in the same situation as me. It's a great opportunity for some fun, isn't it?	So far from home, all alone, and so many lovely people in the same situation as me. It's a great opportunity for some fun, isn't it?
EVTOPTA_SoA_5062	What's the harm?	What's the harm?
EVTOPTB_SoA_5062	That's not what I'm here for.	That's not what I'm here for.
EVTDESC_SoA_5063	This holy place is bustling with pilgrims from all over the world, and a myriad of accents and languages mingle in the parks and plazas. In this great cultural melting pot, should there not also be room for me to express who I really am?	This holy place is bustling with pilgrims from all over the world, and a myriad of accents and languages mingle in the parks and plazas. In this great cultural melting pot, should there not also be room for me to express who I really am?
EVTOPTA_SoA_5063	The folks at home will never know.	The folks at home will never know.
EVTOPTB_SoA_5063	No, it's a sin!	No, it's a sin!
EVTNAME_SoA_5064	The healers	The healers
EVTDESC_SoA_5064	Near the holy sites, you hear rumors of a group of monks with strange cures for diseases. Eagerly, you seek them out, hoping against hope that they may aid you. Once in their care you are fed strange potions, foods and herbs. You are unconscious or delirious during most of the process and remember few details, but at last you wake up to find that you have been miraculously healed of your ills.	Near the holy sites, you hear rumors of a group of monks with strange cures for diseases. Eagerly, you seek them out, hoping against hope that they may aid you. Once in their care you are fed strange potions, foods and herbs. You are unconscious or delirious during most of the process and remember few details, but at last you wake up to find that you have been miraculously healed of your ills.
EVTOPTA_SoA_5064	God's hand touched me and healed me.	God's hand touched me and healed me.
EVTOPTB_SoA_5064	These monks really know their stuff.	These monks really know their stuff.
EVTOPTC_SoA_5064	I must learn more of this secret magic.	I must learn more of this secret magic.
EVTDESC_SoA_5065	All these magnificent temples built in your honor! Oh the glory! And all these pilgrims - finally you may revel in their adulation. Perhaps you should reveal yourself to the masses who have come to worship you?	All these magnificent temples built in your honor! Oh the glory! And all these pilgrims - finally you may revel in their adulation. Perhaps you should reveal yourself to the masses who have come to worship you?
EVTOPTA_SoA_5065	Speak to them!	Speak to them!
EVTOPTB_SoA_5065	No, I shall enjoy this glorious time in silence.	No, I shall enjoy this glorious time in silence.
EVTDESC_SoA_5066	You have come to visit the holy sites and show your devotion. But surely, there is no harm in having a little fun first?	You have come to visit the holy sites and show your devotion. But surely, there is no harm in having a little fun first?
EVTOPTA_SoA_5066	To the tavern!	To the tavern!
EVTOPTB_SoA_5066	No... must control... myself...	No... must control... myself...
EVTDESC_SoA_5067	Jerusalem, what a fascinating place! A holy place for three great religions, and the city and surrounding area are full of monuments giving tribute to God. Somehow when you look closer, they don't seem all that different. It rather makes you think, doesn't it?	Jerusalem, what a fascinating place! A holy place for three great religions, and the city and surrounding area are full of monuments giving tribute to God. Somehow when you look closer, they don't seem all that different. It rather makes you think, doesn't it?
EVTOPTA_SoA_5067	Muhammad was a great thinker.	Muhammad was a great thinker.
EVTOPTB_SoA_5067	Jesus was a Jew, wasn't he?	Jesus was a Jew, wasn't he?
EVTDESC_SoA_5080	Blasphemous fools! Do they not know their Lord? How dare they throw you out of your own temple?	Blasphemous fools! Do they not know their Lord? How dare they throw you out of your own temple?
EVTOPTA_SoA_5080	I shall have my vengeance.	I shall have my vengeance.
EVTDESC_SoA_5091	You have finally returned from your pilgrimage. It was a rewarding and interesting journey, and you'd do it all again if you could. Still, it's good to be back home.	You have finally returned from your pilgrimage. It was a rewarding and interesting journey, and you'd do it all again if you could. Still, it's good to be back home.
EVTOPTA_SoA_5091	A great experience!	A great experience!
EVTDESC_SoA_5092	You have finally returned from your pilgrimage. It didn't turn out quite as expected, and perhaps you shouldn't have gone there in the first place. But there's no changing it now, at least you're home again and can start forgetting about it.	You have finally returned from your pilgrimage. It didn't turn out quite as expected, and perhaps you shouldn't have gone there in the first place. But there's no changing it now, at least you're home again and can start forgetting about it.
EVTOPTA_SoA_5092	I won't tell my family what really happened out there.	I won't tell my family what really happened out there.
EVTDESC_SoA_5093	You have finally returned from your pilgrimage. Though the insolent rats did not recognize you or pay you proper homage, it was still an enlightening experience. Now there is plenty of time to prepare the day of reckoning.	You have finally returned from your pilgrimage. Though the insolent rats did not recognize you or pay you proper homage, it was still an enlightening experience. Now there is plenty of time to prepare the day of reckoning.
EVTOPTA_SoA_5093	They will pay for worshipping false idols.	They will pay for worshipping false idols.
INTERACTION_REQUIRES_MONEY_RECIPIENT	§Y[Actor.RelHead.GetTitledFirstName]§W can afford to lose §Y$WEALTH$§!¤ wealth	§Y[Actor.RelHead.GetTitledFirstName]§W can afford to lose §Y$WEALTH$§!¤ wealth.
ASK_FOR_MONEY_INTERACTION_TITLE	Request Money	Request Money
ASK_FOR_MONEY_INTERACTION_DESC	Ask §Y[Actor.RelHead.GetTitledFirstName]§W for §Y$WEALTH$§!¤ money at the cost of §Y$PIETY$§! [Player.Religion.GetPietyName].	Ask §Y[Actor.RelHead.GetTitledFirstName]§W for §Y$WEALTH$§!¤ money at the cost of §Y$PIETY$§! [Player.Religion.GetPietyName].
ASK_FOR_MONEY_INTERACTION_LONG_DESC	The head of a religion can grant rulers he likes enough some money. However, the very act of asking will cost you [Player.Religion.GetPietyName].	The head of a religion can grant rulers he likes enough some money. However, the very act of asking will cost you [Player.Religion.GetPietyName].
ASK_FOR_MONEY_INTERACTION_ACCEPT_SETUP	Request for Money Accepted	Request for Money Accepted
ASK_FOR_MONEY_INTERACTION_ACCEPT_LOG	§Y[Actor.GetBestName]§! has received a gift from §Y[Recipient.GetBestName]§!	§Y[Actor.GetBestName]§! has received a gift from §Y[Recipient.GetBestName]§!
ASK_FOR_MONEY_INTERACTION_DECLINE_SETUP	Request for money declined	Request for money declined
ASK_FOR_MONEY_INTERACTION_DECLINE_LOG	§Y[Recipient.GetBestName]§! has declined a request to gift §Y[Actor.GetBestName]§!	§Y[Recipient.GetBestName]§! has declined a request to gift §Y[Actor.GetBestName]§!
ASK_FOR_MONEY_INTERACTION_OFFER	[Actor.GetBestName] has presented a request for §Y$COST$§W to us!	[Actor.GetBestName] has presented a request for §Y$COST$§W to us!
ASK_FOR_MONEY_INTERACTION_LETTER	Please accept my request of §Y$COST$§!.	Please accept my request of §Y$COST$§!.
EVTDESC_SOA_3100	Of course I will give you some funds to help spread the Faith in your realm. I trust §Y[GetDiploGiftSize]§!¤ will do?	Of course I will give you some funds to help spread the Faith in your realm. I trust §Y[GetDiploGiftSize]§!¤ will do?.
EVTDESC_SOA_3101	Your request for §Y[GetDiploGiftSize]§!¤ is denied. I doubt you would use the money to aid the Faith.	Your request for §Y[GetDiploGiftSize]§!¤ is denied. I doubt you would use the money to aid the Faith.
asked_for_money	Asked for Money	Asked for Money
AIREASON_FREE_VS_PAPAL_INVEST_ASK_FOR_MONEY	You have Free Investiture	You have Free Investiture
AIREASON_SUPPORTED_ELECTION	You supported this Pope's election	You supported this Pope's election
ASK_FOR_CRUSADE_INTERACTION_TITLE	Request Crusade	Request Crusade
ASK_FOR_CRUSADE_INTERACTION_DESC	Ask §Y[Actor.RelHead.GetTitledFirstName]§W to launch a [Actor.Religion.GetCrusadeName]. This will cost you [Player.Religion.GetPietyName].	Ask §Y[Actor.RelHead.GetTitledFirstName]§W to launch a [Actor.Religion.GetCrusadeName]. This will cost you [Player.Religion.GetPietyName].
ASK_FOR_CRUSADE_INTERACTION_LONG_DESC	The head of a religion can start a [Actor.Religion.GetCrusadeName] at your request. However, the very act of asking will cost you [Player.Religion.GetPietyName].	The head of a religion can start a [Actor.Religion.GetCrusadeName] at your request. However, the very act of asking will cost you [Player.Religion.GetPietyName].
asked_for_crusade	Asked for Religious War	Asked for Religious War
EVTDESC62000	The defenders of §Y[From.Siege.GetName]§! successfully raided the camps of the besiegers, inflicting heavy casualties.	The defenders of §Y[From.Siege.GetName]§! successfully raided the camps of the besiegers, inflicting heavy casualties.
EVTDESC62002	The defenders of §Y[From.Siege.GetName]§! launched an unsuccessful raid against the besiegers, taking heavy losses in the attempt.	The defenders of §Y[From.Siege.GetName]§! launched an unsuccessful raid against the besiegers, taking heavy losses in the attempt.
EVTDESC62004	The defenders of §Y[From.Siege.GetName]§! executed captives on the wall, angering the besiegers and strengthening their resolve.	The defenders of §Y[From.Siege.GetName]§! executed captives on the wall, angering the besiegers and strengthening their resolve.
EVTDESC62005	Rumors of a traitor working with the besiegers has eroded the morale of the defenders of §Y[From.Siege.GetName]§!.	Rumors of a traitor working with the besiegers has eroded the morale of the defenders of §Y[From.Siege.GetName]§!.
EVTDESC62006	An outbreak of disease in the camps outside the walls of §Y[From.Siege.GetName]§! has killed many of the besiegers.	An outbreak of disease in the camps outside the walls of §Y[From.Siege.GetName]§! has killed many of the besiegers.
EVTDESC62007	Large numbers of the famished defenders of §Y[From.Siege.GetName]§! have succumbed to starvation.	Large numbers of the famished defenders of §Y[From.Siege.GetName]§! have succumbed to starvation.
EVTDESC62008	Food and supplies have been smuggled into §Y[From.Siege.GetName]§!, increasing the morale of the defenders.	Food and supplies have been smuggled into §Y[From.Siege.GetName]§!, increasing the morale of the defenders.
