#CODE	ENGLISH	ENGLISH
EVTDESC_TOG_656	As you enjoy the feast, you are struck by the warmth and kindness of those sitting next to you at the table. In fact, it's getting just a little too warm. You strip off your clothes and jump up on the table. Help, I'm on fire! you scream at the top of your lungs while waving your arms as the other bewildered guests look on.	[FromFrom.GetTitledFirstName], a member of [From.GetFirstName]'s own extended family, is dragged from the dungeons and brought to the temple. Despite, or perhaps because of, the fact that they are of the same blood, [From.GetFirstName] shows no mercy and the sacrifice takes place as planned.
EVTOPTA_TOG_656	Put me out, put me out!	[From.GetTitledFirstName] has apparently decided to sacrifice [From.GetHerHis] own spouse, [FromFrom.GetTitledFirstName], to the gods, and [FromFrom.GetSheHe] has been brought in chains to the temple. Despite professing [FromFrom.GetHerHis] continued love, [From.GetFirstName] has decided to go ahead with the sacrifice.
EVTDESC_TOG_657	You are enjoying the feast when a shrill scream from the other end of the room suddenly draws your attention. Stark naked, [From.GetTitledFirstName] is running around on the table waving [From.GetHerHis] arms while screaming that [From.GetSheHe] is on fire. You groan and bury your face in your hands.	In honor of this blot, your liege produces a Skræling from deep within [From.GetHerHis] dungeons. [FromFrom.GetTitledFirstName] is brought to the temple for the sacrifice, and everyone agrees that this is a most worthy sacrifice.
EVTOPTA_TOG_657	That lunatic...	As you have no prisoners languishing in your dungeons that are suitable for sacrifice at the blot, you are forced to make do with some randomly purchased thralls. They are brought to the big oak outside the temple, and soon their limp and lifeless bodies are hanging from its thick branches.
EVTOPTB_TOG_657	So [From.GetSheHe] is! And... and so am I! AAAHHH!	It is better than nothing.
EVTDESC_TOG_658	One of the serving girls has been eyeing you ever since you arrived at the feast, and now, fortified with mead, your hands grope at her body and she returns the favor. You pull off each other's clothes and give in to passion. Just as you join in her screams of pleasure, it dawns on you that you're doing this in full view of all the other stunned guests...	As [From.GetTitledFirstName] had no prisoners languishing in [From.GetHerHis] dungeons that were suitable for sacrifice at the blot, your liege was forced to make do with some randomly purchased thralls. They are brought to the big oak outside the temple, and soon their limp and lifeless bodies are hanging from its thick branches.
EVTOPTA_TOG_658	Oops...	Better than nothing, I suppose.
EVTOPTB_TOG_658	[Root.Spouse.GetFirstName] will not be happy about this...	Execution is stayed.
EVTDESC_TOG_659	You are conversing with another guest when loud screams of passion interrupt. In one corner of the room, in full view of everyone else, [From.GetTitledFirstName] is engaged in carnal pleasures with one of the serving girls. Both are completely naked, and only when they notice the stunned silence in the room do they seem to remember where they are.	As you stand trembling with the noose around your neck, [From.GetTitledFirstName] suddenly seems to have had a change of mind. The noose is removed and you are brought back to the dungeon. It looks like you will live to see another day.
EVTOPTA_TOG_659	By [This.Religion.GetRandomGodNameCap]...	I... how... what?
EVTOPTB_TOG_659	Haha, you old dog! Nicely done!	With the sacrifice over, the feast at the end of the blot can now begin. The meat of the animals that were sacrificed has already been prepared, and there is plenty of mead to go around.
EVTOPTC_TOG_659	No! [From.GetFirstName], what have you done?!	Let the celebrations begin!
EVTDESC_TOG_661	You have been seated next to [From.GetTitledFirstName] for the duration of the feast, and you have found [From.GetHerHim] to be a most agreeable person. There seems to be much you have in common.	About time!
EVTOPTA_TOG_661	It would seem I have a new friend.	The feast is over and with it the blot. It will be at least nine years until you hold the next one, but as your vassals return home, most seem to agree that the ceremony was well worth the trip.
EVTDESC_TOG_664	Your mind wanders as you sit at your table during the feast, when suddenly you lock eyes with [From.GetTitledFirstName]. Something about [From.GetHerHis] gaze seems to reach into your heart, and when [From.GetSheHe] steps outside for some fresh air, you quickly excuse yourself to join [From.GetHerHim].	Until next time!
EVTOPTA_TOG_664	I thought I was the only one...	The feast is over and with it the blot. It will be at least nine years until your liege holds the next one, but as you and the other vassals return home, most seem to agree that the ceremony was well worth the trip.
EVTTOOLTIP_TOG_669	You are discovered!	The mead and the spirits being served at the feast have gotten the better of you. You tried to be strong this time, and you did your best to stay away, but the pull was just too great...
EVTDESC_TOG_669	You are locked in the embrace of your lover, and just as you kiss each other another guest wanders out of the feast hall and notices you. Though you immediately let go of each other, the damage is already done as the outraged guest rushes back inside to tell everyone what he saw.	*hic* Letsch drrink s-schome morr... 
EVTOPTA_TOG_669	It... it's not what it looks like!	[From.GetTitledFirstName] has been drinking more and more since the feast began, and [From.GetSheHe] has now reached a point where [From.GetSheHe] he can no longer stand upright. Surrounded by empty tankards and singing at the top of [From.GetHerHis] lungs, you find [From.GetFirstName] lying on the table amidst the food.
EVTDESC_TOG_670	With everything spinning from all the mead you drank, you stumble towards the exit to relieve yourself. As you step outside, you are treated to the sight of [From.GetTitledFirstName] and [FromFrom.GetTitledFirstName], embracing each other and kissing passionately. They immediately stop when they notice you.	I think [From.GetSheHe] has had enough.
EVTOPTA_TOG_670	By [This.Religion.GetRandomGodNameCap]! You... you two were...!	*hic* I k-know thisch schong!
EVTOPTB_TOG_670	Oh, don't mind me. Carry on, friends.	Your mouth waters as servants place tray after tray of food on the table, and when the other guests engage in conversation, the only sounds coming from your corner are grunts and burps as you begin stuffing yourself. A sudden nausea sets in and you hurry towards the exit, but only make it as far as the lap of [From.GetTitledFirstName]...
opinion_held_blot	Held Blot	UUAARGGHHHH...
opinion_feast_scandal	Questionable Behavior at Feast	Is vomited on.
opinion_vomit	Vomited in Lap	Morsels of food and clean-picked bones fly everywhere from the direction of [From.GetTitledFirstName] as [From.GetSheHe] greedily stuffs [From.GetHerselfHimself] with the delicacies served at the table. Suddenly [From.GetHerHis] face turns a strange shade of green, and [From.GetSheHe] rushes towards the exit but only make it as far as your seat before [From.GetSheHe] starts retching [From.GetHerHis] stomach contents into your lap...
opinion_drinking_buddy	Drinking Companion	Those were my best trousers!
opinion_lustful_buddy	Impressed by Virility	Morsels of food and clean-picked bones fly everywhere from the direction of [From.GetTitledFirstName] as [From.GetSheHe] greedily stuffs [From.GetHerselfHimself] with the delicacies served at the table. Suddenly [From.GetHerHis] face turns a strange shade of green, and [From.GetSheHe] rushes towards the exit but only make it as far as [FromFrom.GetTitledFirstName] before [From.GetSheHe] starts retching [From.GetHerHis] stomach contents into poor [FromFrom.GetFirstName]'s lap...
opinion_feast_friend	Befriended at Feast	That could have been me...
opinion_homosexual_sympathy	Sympathetic to Sexual Preferences	As you enjoy the feast, you are struck by the warmth and kindness of those sitting next to you at the table. In fact, it's getting just a little too warm. You strip off your clothes and jump up on the table. Help, I'm on fire! you scream at the top of your lungs while waving your arms as the other bewildered guests look on.
opinion_ukon_juhla	Held Ukon Juhla	Put me out, put me out!
opinion_uzgavenes	Held Užgavenes	You are enjoying the feast when a shrill scream from the other end of the room suddenly draws your attention. Stark naked, [From.GetTitledFirstName] is running around on the table waving [From.GetHerHis] arms while screaming that [From.GetSheHe] is on fire. You groan and bury your face in your hands.
hold_ukon_juhla	Hold Ukon Juhla Festival	That lunatic...
hold_ukon_juhla_desc	Celebrate the coming of summer and pay tribute to Ukko, the god of weather and crops, by hosting the Ukon juhla festival.	So [From.GetSheHe] is! And... and so am I! AAAHHH!
prepare_ukon_juhla	You begin preparations for the Ukon juhla festival.\n	One of the serving girls has been eyeing you ever since you arrived at the feast, and now, fortified with mead, your hands grope at her body and she returns the favor. You pull off each other's clothes and give in to passion. Just as you join in her screams of pleasure, it dawns on you that you're doing this in full view of all the other stunned guests...
EVTDESC_TOG_700	Invitations have gone out to your vassals asking them to join you in this summer's Ukon juhla festival. You have decided to make the festival this year a special one, remembered by both gods and men for many years to come.	Oops...
EVTOPTA_TOG_700	Let us begin preparations.	[Root.Spouse.GetFirstName] will not be happy about this...
EVTTOOLTIP_TOG_701	Invitation to the Ukon juhla festival is sent.	You are conversing with another guest when loud screams of passion interrupt. In one corner of the room, in full view of everyone else, [From.GetTitledFirstName] is engaged in carnal pleasures with one of the serving girls. Both are completely naked, and only when they notice the stunned silence in the room do they seem to remember where they are.
EVTDESC_TOG_701	[From.GetTitledFirstName], your liege, has invited you to join [From.GetHerHim] for this summer's Ukon juhla festival. There you will celebrate the coming of summer and pay tribute to Ukko, the god of weather and crops.	By [This.Religion.GetRandomGodNameCap]...
EVTOPTA_TOG_701	I will be there.	Haha, you old dog! Nicely done!
EVTOPTB_TOG_701	I will have nothing to do with that nonsense!	No! [From.GetFirstName], what have you done?!
EVTDESC_TOG_702	[From.GetTitledFirstName] has declined your invitation to attend the Ukon juhla festival! Apparently [From.GetSheHe] has no faith in Ukko, Jumi and the other gods, and instead follows the strange rituals of some other religion that is foreign to our ways.	You have been seated next to [From.GetTitledFirstName] for the duration of the feast, and you have found [From.GetHerHim] to be a most agreeable person. There seems to be much you have in common.
EVTOPTA_TOG_702	A foolish mistake.	It would seem I have a new friend.
EVTDESC_TOG_703	Your vassals have arrived and the time of the Ukon juhla festival is upon us. The night comes late during the summer months, but when darkness begins to set in the bonfires you have prepared light up the forest. The largest bonfire is called Ukon-kokko to honor the god Ukko in the hope of receiving bountiful harvests.	Your mind wanders as you sit at your table during the feast, when suddenly you lock eyes with [From.GetTitledFirstName]. Something about [From.GetHerHis] gaze seems to reach into your heart, and when [From.GetSheHe] steps outside for some fresh air, you quickly excuse yourself to join [From.GetHerHim].
EVTOPTA_TOG_703	We honor you, Ukko.	I thought I was the only one...
EVTDESC_TOG_704	At last, the time of the Ukon juhla festival is upon us. The night comes late during the summer months, but when darkness begins to set in your liege's servants light the bonfires that have been prepared. The largest bonfire is called Ukon-kokko to honor the god Ukko in the hope of receiving bountiful harvests.	You are discovered!
EVTDESC_TOG_705	With the bonfires still lighting up the woods outside in the warm summer night, you and your vassals gather for the great feast your servants have prepared!	You are locked in the embrace of your lover, and just as you kiss each other another guest wanders out of the feast hall and notices you. Though you immediately let go of each other, the damage is already done as the outraged guest rushes back inside to tell everyone what he saw.
EVTOPTA_TOG_705	Let us drink together!	It... it's not what it looks like!
EVTDESC_TOG_706	With the bonfires still lighting up the woods outside in the warm summer night, you gather together with your liege and the rest of [From.GetHerHis] vassals for the great feast [From.GetSheHe] has prepared!	With everything spinning from all the mead you drank, you stumble towards the exit to relieve yourself. As you step outside, you are treated to the sight of [From.GetTitledFirstName] and [FromFrom.GetTitledFirstName], embracing each other and kissing passionately. They immediately stop when they notice you.
EVTDESC_TOG_707	The bonfires have finished burning for this summer, and the feast has come to an end. Your vassals are returning home, but most seem to agree that the Ukon juhla festival was well worth the trip.	By [This.Religion.GetRandomGodNameCap]! You... you two were...!
EVTOPTA_TOG_707	Until next time!	Oh, don't mind me. Carry on, friends.
EVTDESC_TOG_708	The bonfires have finished burning for this summer, and the feast has come to an end. You and the other vassals are returning home, but you all agree that the Ukon juhla festival was well worth the trip.	Held Blot
hold_uzgavenes	Hold Užgavenes Festival	Questionable Behavior at Feast
hold_uzgavenes_desc	The Užgavenes festival takes place in spring to celebrate the end of winter and the coming of summer.	Vomited in Lap
prepare_uzgavenes	You begin preparations for the Užgavenes festival.\n	Drinking Companion
EVTDESC_TOG_750	Invitations have gone out to your vassals asking them to join you in this spring's Užgavenes festival. You have decided to make the festival this year a special one, remembered by both spirits and men for many years to come.	Impressed by Virility
EVTTOOLTIP_TOG_751	Invitation to the Užgavenes festival is sent.	Befriended at Feast
EVTDESC_TOG_751	[From.GetTitledFirstName], your liege, has invited you to join [From.GetHerHim] for this spring's Užgavenes festival. There you will celebrate the coming of summer and the defeat of Lašininis, the winter spirit, at the hands of Kanapinis, the spirit of spring.	Sympathetic to Sexual Preferences
EVTDESC_TOG_752	[From.GetTitledFirstName] has declined your invitation to attend the Užgavenes festival! Apparently [From.GetSheHe] has no faith in Lašininis, Kanapinis and the other spirits, and instead follows the strange rituals of some other religion that is foreign to our ways.	Held Ukon Juhla
EVTDESC_TOG_753	Your vassals have arrived and the time of the Užgavenes festival is upon us. A large effigy representing winter is burnt, and a symbolic fight is staged between Lašininis, the winter spirit, and Kanapinis, the spirit personifying spring. To everyone's delight, Kanapinis emerges victorious – as always.	Held Užgavenes
EVTOPTA_TOG_753	Take that, Lašininis!	Hold Ukon Juhla Festival
EVTDESC_TOG_754	At last, the time of the Užgavenes festival is upon us. A large effigy representing winter is burnt, and a symbolic fight is staged between Lašininis, the winter spirit, and Kanapinis, the spirit personifying spring. To everyone's delight, Kanapinis emerges victorious – as always.	Celebrate the coming of summer and pay tribute to Ukko, the god of weather and crops, by hosting the Ukon juhla festival.
EVTDESC_TOG_755	As the winter effigy continues to burn outside, hastening the coming of summer, you and your vassals gather for the great feast your servants have prepared!	You begin preparations for the Ukon juhla festival.
EVTDESC_TOG_756	As the winter effigy continues to burn outside, hastening the coming of summer, you gather together with your liege and the rest of [From.GetHerHis] vassals for the great feast [From.GetSheHe] has prepared!	Invitations have gone out to your vassals asking them to join you in this summer's Ukon juhla festival. You have decided to make the festival this year a special one, remembered by both gods and men for many years to come.
EVTDESC_TOG_757	The effigy has finished burning, the spirit of Lašininis has been defeated, and the feast has come to an end. Your vassals are returning home, but most seem to agree that the Užgavenes festival was well worth the trip.	Let us begin preparations.
EVTDESC_TOG_758	The effigy has finished burning, the spirit of Lašininis has been defeated, and the feast has come to an end. You and the other vassals are returning home, but you all agree that the Užgavenes festival was well worth the trip.	Invitation to the Ukon juhla festival is sent.
opinion_refused_blot	Refused to Give Offering for Blot	[From.GetTitledFirstName], your liege, has invited you to join [From.GetHerHim] for this summer's Ukon juhla festival. There you will celebrate the coming of summer and pay tribute to Ukko, the god of weather and crops.
opinion_refused_ukon_juhla	Refused to attend Ukon Juhla	I will be there.
opinion_refused_uzgavenes	Refused to attend Užgavenes	I will have nothing to do with that nonsense!
convert_to_swedish	Embrace Swedish Culture	[From.GetTitledFirstName] has declined your invitation to attend the Ukon juhla festival! Apparently [From.GetSheHe] has no faith in Ukko, Jumi and the other gods, and instead follows the strange rituals of some other religion that is foreign to our ways.
convert_to_swedish_desc	Our brethren in Norway and Denmark are adopting foreign customs and speak with ever thicker accents. Perhaps it is time to develop our own distinct culture...	A foolish mistake.
convert_to_norwegian	Embrace Norwegian Culture	Your vassals have arrived and the time of the Ukon juhla festival is upon us. The night comes late during the summer months, but when darkness begins to set in the bonfires you have prepared light up the forest. The largest bonfire is called Ukon-kokko to honor the god Ukko in the hope of receiving bountiful harvests.
convert_to_norwegian_desc	Our brethren in Sweden and Denmark are adopting foreign customs and speak with ever thicker accents. Perhaps it is time to develop our own distinct culture...	We honor you, Ukko.
convert_to_danish	Embrace Danish Culture	At last, the time of the Ukon juhla festival is upon us. The night comes late during the summer months, but when darkness begins to set in your liege's servants light the bonfires that have been prepared. The largest bonfire is called Ukon-kokko to honor the god Ukko in the hope of receiving bountiful harvests.
convert_to_danish_desc	Our brethren in Norway and Sweden are adopting foreign customs and speak with ever thicker accents. Perhaps it is time to develop our own distinct culture...	With the bonfires still lighting up the woods outside in the warm summer night, you and your vassals gather for the great feast your servants have prepared!
convert_to_norman	Embrace Norman Culture	Let us drink together!
convert_to_norman_desc	The ancestral tongue is spoken by ever fewer of our people, yet the old ways are not forgotten. We are something new - they call us 'Normans'.	With the bonfires still lighting up the woods outside in the warm summer night, you gather together with your liege and the rest of [From.GetHerHis] vassals for the great feast [From.GetSheHe] has prepared!
EVTDESC_TOG_2000	The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Norse culture. They have begun to refer to themselves as Swedish.	The bonfires have finished burning for this summer, and the feast has come to an end. Your vassals are returning home, but most seem to agree that the Ukon juhla festival was well worth the trip.
EVTOPTA_TOG_2000	What will they think of next, I wonder.	Until next time!
EVTOPTB_TOG_2000	Welcome into the fold, my Swedish brothers and sisters.	The bonfires have finished burning for this summer, and the feast has come to an end. You and the other vassals are returning home, but you all agree that the Ukon juhla festival was well worth the trip.
EVTDESC_TOG_2001	The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Norse culture. They have begun to refer to themselves as Norwegian.	Hold Užgavenes Festival
EVTOPTA_TOG_2001	What will they think of next, I wonder.	The Užgavenes festival takes place in spring to celebrate the end of winter and the coming of summer.
EVTOPTB_TOG_2001	Welcome into the fold, my Norwegian brothers and sisters.	You begin preparations for the Užgavenes festival.
EVTDESC_TOG_2002	The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Norse culture. They have begun to refer to themselves as Danish.	Invitations have gone out to your vassals asking them to join you in this spring's Užgavenes festival. You have decided to make the festival this year a special one, remembered by both spirits and men for many years to come.
EVTOPTA_TOG_2002	What will they think of next, I wonder.	Invitation to the Užgavenes festival is sent.
EVTOPTB_TOG_2002	Welcome into the fold, my Danish brothers and sisters.	[From.GetTitledFirstName], your liege, has invited you to join [From.GetHerHim] for this spring's Užgavenes festival. There you will celebrate the coming of summer and the defeat of Lašininis, the winter spirit, at the hands of Kanapinis, the spirit of spring.
EVTDESC_TOG_2003	The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Norse culture. They have begun to refer to themselves as Norman.	[From.GetTitledFirstName] has declined your invitation to attend the Užgavenes festival! Apparently [From.GetSheHe] has no faith in Lašininis, Kanapinis and the other spirits, and instead follows the strange rituals of some other religion that is foreign to our ways.
EVTOPTA_TOG_2003	What will they think of next, I wonder.	Your vassals have arrived and the time of the Užgavenes festival is upon us. A large effigy representing winter is burnt, and a symbolic fight is staged between Lašininis, the winter spirit, and Kanapinis, the spirit personifying spring. To everyone's delight, Kanapinis emerges victorious – as always.
EVTOPTB_TOG_2003	Welcome into the fold, my Norman brothers and sisters.	Take that, Lašininis!
berserker	Berserker	At last, the time of the Užgavenes festival is upon us. A large effigy representing winter is burnt, and a symbolic fight is staged between Lašininis, the winter spirit, and Kanapinis, the spirit personifying spring. To everyone's delight, Kanapinis emerges victorious – as always.
berserker_desc	This character works himself into a mad frenzy during battle, charging fearlessly at the enemy.	As the winter effigy continues to burn outside, hastening the coming of summer, you and your vassals gather for the great feast your servants have prepared!
opinion_went_berserk	Went Berserk	As the winter effigy continues to burn outside, hastening the coming of summer, you gather together with your liege and the rest of [From.GetHerHis] vassals for the great feast [From.GetSheHe] has prepared!
EVTDESC_TOG_3000	As the enemy draws near during the battle, an uncontrollable rage begins to swell within you. You furiously bite down on the edges of your shield in an attempt to devour it. Trembling with anger, you then raise your great axe and charge howling into the enemy ranks. Many of the cowards attempt to flee at the mere sight of you, but your axe has no mercy to spare for them.	The effigy has finished burning, the spirit of Lašininis has been defeated, and the feast has come to an end. Your vassals are returning home, but most seem to agree that the Užgavenes festival was well worth the trip.
EVTOPTA_TOG_3000	Must... kill... more...	The effigy has finished burning, the spirit of Lašininis has been defeated, and the feast has come to an end. You and the other vassals are returning home, but you all agree that the Užgavenes festival was well worth the trip.
EVTDESC_TOG_3001	Consumed by bloodlust and shaking with berserker rage, you cleave the skull of yet another foe with your axe. That was a worthy opponent, and only when you turn to seek more fodder for your axe do you notice the large spear impaling your thigh.	Refused to Give Offering for Blot
EVTOPTA_TOG_3001	Only a flesh wound...	Refused to attend Ukon Juhla
EVTDESC_TOG_3002	Consumed by bloodlust and shaking with berserker rage, you cleave the skull of yet another foe with your axe. That was a worthy opponent, and only when you turn to seek more fodder for your axe do you notice the long arrow impaling your thigh.	Refused to attend Užgavenes
EVTDESC_TOG_3003	Your berserker rage has left you isolated and surrounded, and as you swing your axe at the nearest foe, an arrow burrows into your shoulder and two more dig into your chest. Throwing your shield aside, you wield your axe two-handed and cleave yet another skull before falling to your knees. Moments later a dozen enemies hurl themselves at you like a pack of rabid dogs.	Embrace Swedish Culture
EVTOPTA_TOG_3003	It is a good day to die...	Our brethren in Norway and Denmark are adopting foreign customs and speak with ever thicker accents. Perhaps it is time to develop our own distinct culture...
EVTDESC_TOG_3004	Your vision turns red with bloodlust and you charge ahead without regard for your safety. As your nearest companions hurry to keep up, you surrender to your berserker rage and your axe cuts a wide swath in the enemy ranks. When the dust settles, they find you standing over half a dozen slain foes.	Embrace Norwegian Culture
EVTOPTA_TOG_3004	*guttural howl*	Our brethren in Sweden and Denmark are adopting foreign customs and speak with ever thicker accents. Perhaps it is time to develop our own distinct culture...
EVTDESC_TOG_3005	Despite your best efforts, you have thus far been cheated of a glorious death in battle. Sadly, you no longer have the endurance or constitution necessary to sustain your berserker rage. Perhaps such things are best left for the youth...	Embrace Danish Culture
EVTOPTA_TOG_3005	Perhaps indeed.	Our brethren in Norway and Sweden are adopting foreign customs and speak with ever thicker accents. Perhaps it is time to develop our own distinct culture...
EVTDESC_TOG_3006	You are in the middle of a heated discussion with [From.GetTitledFirstName], your bothersome courtier, when you feel the berserker rage rising within you. As [From.GetFirstName] continues to babble about trivial concerns, you bite down hard on the wooden table and begin to froth at the mouth. Soon your vision turns red as the familiar bloodlust is roused from its slumber...	Embrace Norman Culture
EVTOPTA_TOG_3006	Gggh... m-must... control... r-rage...	The ancestral tongue is spoken by ever fewer of our people, yet the old ways are not forgotten. We are something new - they call us 'Normans'.
EVTTOOLTIP_TOG_3007	going berserk.	The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Norse culture. They have begun to refer to themselves as Swedish.
EVTDESC_TOG_3007	As your servants hurry towards your throne room to see what the commotion is about, the doors fly open and [FromFrom.GetTitledFirstName] tumbles out with torn clothes, several missing teeth and a face covered in bruises. He runs away in mad panic as you struggle to calm down.	What will they think of next, I wonder.
EVTOPTA_TOG_3007	I probably shouldn't have done that...	Welcome into the fold, my Swedish brothers and sisters.
EVTTOOLTIP_TOG_3008	controlling your wrath.	The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Norse culture. They have begun to refer to themselves as Norwegian.
EVTDESC_TOG_3008	You bite off a large chunk of table and spit it out as [FromFrom.GetTitledFirstName] continues to drone on. The berserker rage is upon you, but with great effort you manage to channel it towards the table instead of [FromFrom.GetFirstName]. With your axe you reduce the table to firewood, and as you lie panting in the wreckage, [FromFrom.GetFirstName] finally stops his tirade to ask: Are you feeling well, my [Root.GetTitle]?	What will they think of next, I wonder.
varangian	Varangian	Welcome into the fold, my Norwegian brothers and sisters.
varangian_desc	This character is a veteran of the Varangian Guard.	The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Norse culture. They have begun to refer to themselves as Danish.
EVTOPTA_TOG_3008	Yes... yes. I just need a moment to collect my wits.	What will they think of next, I wonder.
organize_varangian_guard	Organize the Varangian Guard	Welcome into the fold, my Danish brothers and sisters.
organize_varangian_guard_desc	Recruit Varangian warriors from the north into an elite unit that will serve as the personal guard of the [Root.GetTitle].	The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Norse culture. They have begun to refer to themselves as Norman.
varangians_organized	The Varangian Guard is formed.	What will they think of next, I wonder.
EVTNAME_TOG_3100	The Varangian Guard	Welcome into the fold, my Norman brothers and sisters.
EVTDESC_TOG_3100	Varangian raiders sailing from the distant north down the rivers leading into the Black Sea have proven themselves to be formidable warriors. You have managed to recruit a great many of their number into a personal guard loyal only to the [Root.GetTitle].\n\nThis new Varangian Guard will not only form a powerful shock force against the Empire's many enemies, but their foreign roots should also preclude them from becoming too entangled in the palace intrigue and power struggles that are so commonplace in [Root.Capital.GetName].	Berserker
EVTOPTA_TOG_3100	They shall serve me well.	This character works himself into a mad frenzy during battle, charging fearlessly at the enemy.
EVTDESC_TOG_3101	[From.GetFirstName], the great king of the Greeks, is distraught over the poor mettle of his countrymen. Knowing well our skill in battle, he has decided to form a bodyguard consisting solely of Norse warriors.\n\nThose who serve him in the great city of Miklagård are generously rewarded, and even now many of our young men, eager for riches and adventure, have departed for Greece to pick up his banner.	Went Berserk
EVTOPTA_TOG_3101	May they find the excitement they yearn.	As the enemy draws near during the battle, an uncontrollable rage begins to swell within you. You furiously bite down on the edges of your shield in an attempt to devour it. Trembling with anger, you then raise your great axe and charge howling into the enemy ranks. Many of the cowards attempt to flee at the mere sight of you, but your axe has no mercy to spare for them.
EVTDESC_TOG_3110	Your son, [From.GetTitledFirstName], has decided to enlist with the Varangian Guard in Miklagård and seek his fortune there! Although he will no doubt gain both riches and valuable battle experience in service of the Greek king, there will be many perils that could well cost him his life.	Must... kill... more...
EVTOPTA_TOG_3110	I will not allow it!	Consumed by bloodlust and shaking with berserker rage, you cleave the skull of yet another foe with your axe. That was a worthy opponent, and only when you turn to seek more fodder for your axe do you notice the large spear impaling your thigh.
EVTOPTB_TOG_3110	Go to Miklagård and make me proud, son.	Only a flesh wound...
EVTDESC_TOG_3112	A grizzled old warrior having just returned from Greece arrived with a message from [From.GetTitledFirstName] today. Though he has left the Varangian Guard, your son has apparently found himself a Greek wife and decided to remain in Miklagård and build a new life there. It is doubtful whether you will ever see him again...	Consumed by bloodlust and shaking with berserker rage, you cleave the skull of yet another foe with your axe. That was a worthy opponent, and only when you turn to seek more fodder for your axe do you notice the long arrow impaling your thigh.
EVTOPTA_TOG_3112	My boy...	Your berserker rage has left you isolated and surrounded, and as you swing your axe at the nearest foe, an arrow burrows into your shoulder and two more dig into your chest. Throwing your shield aside, you wield your axe two-handed and cleave yet another skull before falling to your knees. Moments later a dozen enemies hurl themselves at you like a pack of rabid dogs.
EVTDESC_TOG_3113	After finishing his service with the Varangian Guard, [From.GetTitledFirstName] has married a local woman and decided to remain in Constantinople instead of returning home to the barbaric frozen wasteland he once came from. He has pledged his continued service to you.	It is a good day to die...
EVTOPTA_TOG_3113	Very well.	Your vision turns red with bloodlust and you charge ahead without regard for your safety. As your nearest companions hurry to keep up, you surrender to your berserker rage and your axe cuts a wide swath in the enemy ranks. When the dust settles, they find you standing over half a dozen slain foes.
EVTDESC_TOG_3115	A heavily scarred warrior clad in strange armor approaches your throne, and before he can be disarmed, the stranger relieves your guard of his spear in a swift, fluid motion and tosses it aside. Other guards hurry forward, but you raise your hand to stop them. The stranger is [From.GetTitledFirstName], at last returned from Greece!	*guttural howl*
EVTOPTA_TOG_3115	[From.GetFirstName]! You've... changed!	Despite your best efforts, you have thus far been cheated of a glorious death in battle. Sadly, you no longer have the endurance or constitution necessary to sustain your berserker rage. Perhaps such things are best left for the youth...
EVTDESC_TOG_3117	Your son, [From.GetTitledFirstName], has finally returned home from Greece and his service with the Varangian Guard! Although you can't quite put your finger on it, he seems different somehow... and what is this Greek love he speaks of?	Perhaps indeed.
EVTOPTA_TOG_3117	No matter, I'm just glad he made it home!	You are in the middle of a heated discussion with [From.GetTitledFirstName], your bothersome courtier, when you feel the berserker rage rising within you. As [From.GetFirstName] continues to babble about trivial concerns, you bite down hard on the wooden table and begin to froth at the mouth. Soon your vision turns red as the familiar bloodlust is roused from its slumber...
EVTDESC_TOG_3119	A frail, robed man is led into your throne room, and your guards explain that he just arrived on a ship coming from Miklagård. The man would only speak your name over and over again, and so he was brought to you. To your horror, you recognize him at last as [From.GetTitledFirstName]!	Gggh... m-must... control... r-rage...
EVTOPTA_TOG_3119	[From.GetFirstName], what have they done to you?!	going berserk.
EVTDESC_TOG_3121	[From.GetTitledFirstName] has finally returned home after a long and successful career in the Varangian Guard! He fought in several battles, and learned much from the clever strategies and tactics favored by both the Greeks and their enemies in Serkland.	As your servants hurry towards your throne room to see what the commotion is about, the doors fly open and [FromFrom.GetTitledFirstName] tumbles out with torn clothes, several missing teeth and a face covered in bruises. He runs away in mad panic as you struggle to calm down.
EVTOPTA_TOG_3121	Tell me of your battles, [From.GetFirstName]...	I probably shouldn't have done that...
EVTDESC_TOG_3123	[From.GetTitledFirstName] has returned from Greece and the Varangian Guard, but he refuses to speak of his experiences there. You know he took part in several battles and killed many foes, but instead of reveling in the glory of his accomplishments, [From.GetFirstName] is plagued by nightmares and jumps at sudden sounds.	controlling your wrath.
EVTOPTA_TOG_3123	Strange...	You bite off a large chunk of table and spit it out as [FromFrom.GetTitledFirstName] continues to drone on. The berserker rage is upon you, but with great effort you manage to channel it towards the table instead of [FromFrom.GetFirstName]. With your axe you reduce the table to firewood, and as you lie panting in the wreckage, [FromFrom.GetFirstName] finally stops his tirade to ask: Are you feeling well, my [Root.GetTitle]?
