#CODE	ENGLISH	ENGLISH
plot_kill_character_desc	§Y[From.GetTitledFirstName]§! has decided it is time for §Y[This.GetTitledFirstName]§! to depart this world. §Y[From.GetTitledFirstName]§! and [From.GetPossPronoun] backers will look for opportunities to kill §Y[This.GetTitledFirstName]§! - the higher the Plot Power, the more likely they are to find openings.	Observed Ramadan
EVTDESC8150	Seeing [Root.PlotTarget.GetTitledName] with [Root.PlotTarget.GetPossPronoun] nose deep in the cup, it suddenly struck me that all I need to get rid of [Root.PlotTarget.GetObjectPronoun] is a fine poison...	[From.GetTitledFirstName] has decided it is time for [This.GetTitledFirstName] to depart this world. [From.GetTitledFirstName] and [From.GetPossPronoun] backers will look for opportunities to kill [This.GetTitledFirstName] - the higher the Plot Power, the more likely they are to find openings.
EVTOPTA8150	My co-conspirators will provide...	Seeing [Root.PlotTarget.GetTitledName] with [Root.PlotTarget.GetPossPronoun] nose deep in the cup, it suddenly struck me that all I need to get rid of [Root.PlotTarget.GetObjectPronoun] is a fine poison...
EVTOPTB8150	Buy a rare poison	My co-conspirators will provide...
EVTOPTC8150	Hemlock goes well with the Red...	Buy a rare poison
EVTOPTD8150	Too expensive - I will bide my time	Hemlock goes well with the Red...
EVTTOOLTIP8155	Poison [This.GetTitledName] at the feast next month	Too expensive - I will bide my time
EVTDESC8151	Suddenly, it hit me - poison! Surely the safest way to get rid of troublesome... pests.	Poison [This.GetTitledName] at the feast next month
EVTOPTB8151	Ask the Plot head for funds	Suddenly, it hit me - poison! Surely the safest way to get rid of troublesome... pests.
EVTTOOLTIP8160	Tell [This.GetTitledName] of the idea to kill [This.PlotTarget.GetTitledName]	Ask the Plot head for funds
EVTTOOLTIP8152	Ask [This.GetTitledName] for funds to kill [This.PlotTarget.GetTitledName]	Tell [This.GetTitledName] of the idea to kill [This.PlotTarget.GetTitledName]
EVTDESC8152	My co-conspirator, [From.GetTitledName], is asking for funds to poison [Root.PlotTarget.GetTitledName] at an upcoming banquet...	Ask [This.GetTitledName] for funds to kill [This.PlotTarget.GetTitledName]
EVTOPTA8152	Very well - too bad I will not see it!	My co-conspirator, [From.GetTitledName], is asking for funds to poison [Root.PlotTarget.GetTitledName] at an upcoming banquet...
EVTOPTB8152	Even [Root.PlotTarget.GetHerHis] death is not worth it.	Very well - too bad I will not see it!
EVTTOOLTIP8153	[This.GetTitledName] receives the funds	Even [Root.PlotTarget.GetHerHis] death is not worth it.
EVTTOOLTIP8154	Inform [This.GetTitledName] that I will not pay	[This.GetTitledName] receives the funds
EVTDESC8153	[From.GetTitledName] has sent me the necessary funds to poison [From.PlotTarget.GetTitledName]...	Inform [This.GetTitledName] that I will not pay
EVTDESC8154	[From.GetTitledName] has refused to fund the rare poison needed to off [From.PlotTarget.GetTitledName].	[From.GetTitledName] has sent me the necessary funds to poison [From.PlotTarget.GetTitledName]...
EVTOPTA8154	I will pay for it myself!	[From.GetTitledName] has refused to fund the rare poison needed to off [From.PlotTarget.GetTitledName].
EVTOPTB8154	Forget it	I will pay for it myself!
EVTDESC8155	What a merry feast, surrounded by my friends and loved ones... I feel a thirst coming on. Page, more wine!	Forget it
EVTOPTA8155	Aaah, that's the stuff!	What a merry feast, surrounded by my friends and loved ones... I feel a thirst coming on. Page, more wine!
EVTOPTB8155	Wait, this doesn't smell right!	Aaah, that's the stuff!
EVTDESC8156	Poison! My body is growing numb, but as my sight fades, I die loudly cursing my killer's name!	Wait, this doesn't smell right!
EVTOPTA8156	A million deaths for [FromFrom.GetTitledFirstName]!	Poison! My body is growing numb, but as my sight fades, I die loudly cursing my killer's name!
EVTDESC8157	Poison! My body is growing numb. Someone, please help me! [Root.Religion.GetRandomGodNameCap]...	A million deaths for [FromFrom.GetTitledFirstName]!
EVTOPTA8157	Who would hate me so?	Poison! My body is growing numb. Someone, please help me! [Root.Religion.GetRandomGodNameCap]...
EVTDESC8158	Poisoned wine? How cliché. These amateurs will be brought to justice!	Who would hate me so?
EVTOPTA8158	[FromFrom.GetTitledFirstName] is surely guilty!	Poisoned wine? How cliché. These amateurs will be brought to justice!
EVTDESC8159	I could feel Death breathing down my neck... Who would want me dead?	[FromFrom.GetTitledFirstName] is surely guilty!
EVTOPTA8159	I fear I shall never know	I could feel Death breathing down my neck... Who would want me dead?
EVTDESC8160	My co-conspirator, [From.GetTitledName], has let me know that [Root.PlotTarget.GetTitledName] will die by poisoned wine at an upcoming banquet...	I fear I shall never know
EVTOPTA8160	Classic!	My co-conspirator, [From.GetTitledName], has let me know that [Root.PlotTarget.GetTitledName] will die by poisoned wine at an upcoming banquet...
EVTTOOLTIP8161	Approve the plan	Classic!
EVTDESC8161	[From.GetTitledName] approves of my idea to poison [From.PlotTarget.GetTitledName]. May [Root.Religion.GetRandomGodName] forgive me!	Approve the plan
EVTOPTA8161	Make the preparations	[From.GetTitledName] approves of my idea to poison [From.PlotTarget.GetTitledName]. May [Root.Religion.GetRandomGodName] forgive me!
EVTDESC8162	[From.GetTitledName] has let me know that the plot to kill [From.PlotTarget.GetTitledName] is proceeding well. [From.PlotTarget.GetSubjectPronounCap] will die by poisoned wine at a feast in one month.	Make the preparations
EVTOPTA8162	Classic!	[From.GetTitledName] has let me know that the plot to kill [From.PlotTarget.GetTitledName] is proceeding well. [From.PlotTarget.GetSubjectPronounCap] will die by poisoned wine at a feast in one month.
EVTDESC8163	Success! [From.GetTitledName] died of the poisoned wine. Unfortunately, my complicity was discovered.	Classic!
EVTOPTA8163	Good. But... bad.	Success! [From.GetTitledName] died of the poisoned wine. Unfortunately, my complicity was discovered.
EVTDESC8164	Success! It seems the wine did not agree with [From.GetTitledName]. [From.GetSubjectPronounCap] died not knowing the name of [From.GetPossPronoun] killer.	Good. But... bad.
EVTOPTA8164	I think I will celebrate with... beer.	Success! It seems the wine did not agree with [From.GetTitledName]. [From.GetSubjectPronounCap] died not knowing the name of [From.GetPossPronoun] killer.
EVTDESC8165	Failure! [From.GetTitledName] did not drink the wine and my complicity was discovered.	I think I will celebrate with... beer.
EVTOPTA8165	This is bad...	Failure! [From.GetTitledName] did not drink the wine and my complicity was discovered.
EVTDESC8166	Failure! [From.GetTitledName] did not drink the wine, but was unable to uncover the conspiracy.	This is bad...
EVTOPTA8166	We will just have to try again	Failure! [From.GetTitledName] did not drink the wine, but was unable to uncover the conspiracy.
EVTDESC8170	Seeing the cook's son fall from a tree, I had a flash of inspiration. Children are such foolish and clumsy creatures - how tragic if [Root.PlotTarget.GetTitledName] were to fall off the parapets...	We will just have to try again
EVTOPTA8170	My co-conspirators will know someone...	Seeing the cook's son fall from a tree, I had a flash of inspiration. Children are such foolish and clumsy creatures - how tragic if [Root.PlotTarget.GetTitledName] were to fall off the parapets...
EVTOPTB8170	Bribe a guard	My co-conspirators will know someone...
EVTOPTC8170	I know the perfect man for the job!	Bribe a guard
EVTTOOLTIP8175	[This.GetTitledName] will try [This.GetPossPronoun] wings next month	I know the perfect man for the job!
EVTDESC8171	Ah, children, how they hurt themselves. How rare to see one without a bruise, a bump or a scab. Hmm, what if someone were to take a rather long fall?	[This.GetTitledName] will try [This.GetPossPronoun] wings next month
EVTOPTB8171	Ask the Plot head for funds	Ah, children, how they hurt themselves. How rare to see one without a bruise, a bump or a scab. Hmm, what if someone were to take a rather long fall?
EVTDESC8172	My co-conspirator, [From.GetTitledName], is asking for funds to arrange a tragic falling accident for [Root.PlotTarget.GetTitledName]. Certain retainers need to be bribed...	Ask the Plot head for funds
EVTOPTA8172	Expensive, but worthwhile!	My co-conspirator, [From.GetTitledName], is asking for funds to arrange a tragic falling accident for [Root.PlotTarget.GetTitledName]. Certain retainers need to be bribed...
EVTDESC8173	[From.GetTitledName] has sent me enough money to bribe someone to give [From.PlotTarget.GetTitledName] a gentle push off the parapets.	Expensive, but worthwhile!
EVTDESC8174	[From.GetTitledName] has refused to give me the necessary bribes to have [From.PlotTarget.GetTitledName] fall off the parapets.	[From.GetTitledName] has sent me enough money to bribe someone to give [From.PlotTarget.GetTitledName] a gentle push off the parapets.
EVTDESC8175	I love the thrill of heights, running on the castle walls and looking down at the little people below. If I reach out, maybe I can reach that bird's nest...	[From.GetTitledName] has refused to give me the necessary bribes to have [From.PlotTarget.GetTitledName] fall off the parapets.
EVTOPTA8175	Almost there...	I love the thrill of heights, running on the castle walls and looking down at the little people below. If I reach out, maybe I can reach that bird's nest...
EVTOPTB8175	Wait, who's that behind me?!	Almost there...
EVTDESC8176	AAAH, someone pushed me! I'm falling! NOOO!	Wait, who's that behind me?!
EVTOPTA8176	Death to [FromFrom.GetTitledFirstName]!	AAAH, someone pushed me! I'm falling! NOOO!
EVTOPTA8177	Why? Who? [Root.Religion.GetRandomGodNameCap]...	Death to [FromFrom.GetTitledFirstName]!
EVTDESC8178	He was going to push me! I will find out who bribed him and why!	Why? Who? [Root.Religion.GetRandomGodNameCap]...
EVTOPTA8178	[FromFrom.GetTitledFirstName] must be behind this!	He was going to push me! I will find out who bribed him and why!
EVTDESC8179	Was that scullery maid going to push me off the wall? Who would want me dead?	[FromFrom.GetTitledFirstName] must be behind this!
EVTOPTA8179	I guess I'll never know...	Was that scullery maid going to push me off the wall? Who would want me dead?
EVTDESC8180	Good news! My co-conspirator, [From.GetTitledName], has let me know that [Root.PlotTarget.GetTitledName] will soon have a tragic fall off the castle parapets...	I guess I'll never know...
EVTOPTA8180	Fly, little bird, fly!	Good news! My co-conspirator, [From.GetTitledName], has let me know that [Root.PlotTarget.GetTitledName] will soon have a tragic fall off the castle parapets...
EVTDESC8181	[From.GetTitledName] approves of my scheme to push [From.PlotTarget.GetTitledName] of a wall. May [Root.Religion.GetRandomGodName] forgive me!	Fly, little bird, fly!
EVTDESC8182	[From.GetTitledName] has let me know that the plot to kill [From.PlotTarget.GetTitledName] is proceeding well. [From.PlotTarget.GetSubjectPronounCap] will soon fall off the castle walls. Such tragedy!	[From.GetTitledName] approves of my scheme to push [From.PlotTarget.GetTitledName] of a wall. May [Root.Religion.GetRandomGodName] forgive me!
EVTDESC8183	Success! [From.GetTitledName] flew off those walls like an ostrich! Unfortunately, the assassin was caught and my complicity was discovered.	[From.GetTitledName] has let me know that the plot to kill [From.PlotTarget.GetTitledName] is proceeding well. [From.PlotTarget.GetSubjectPronounCap] will soon fall off the castle walls. Such tragedy!
EVTDESC8184	Success! It seems little [From.GetTitledName] had not yet learned how to fly. [From.GetSubjectPronounCap] died a quick and presumably painless death.	Success! [From.GetTitledName] flew off those walls like an ostrich! Unfortunately, the assassin was caught and my complicity was discovered.
EVTOPTA8184	Chicken for lunch today, I think	Success! It seems little [From.GetTitledName] had not yet learned how to fly. [From.GetSubjectPronounCap] died a quick and presumably painless death.
EVTDESC8185	Failure! [From.GetTitledName] dodged the assassin and ran off. My complicity was discovered.	Chicken for lunch today, I think
EVTOPTA8185	Curses!	Failure! [From.GetTitledName] dodged the assassin and ran off. My complicity was discovered.
EVTDESC8186	Failure! The hired assassin did not get a chance to push [From.GetTitledName] off the walls, and will likely not get another. At least the plot remains unknown...	Curses!
opinion_beautiful_poem	Beautiful Poem	Failure! The hired assassin did not get a chance to push [From.GetTitledName] off the walls, and will likely not get another. At least the plot remains unknown...
opinion_beautiful_song	Beautiful Song	Beautiful Poem
opinion_seduce_spouse	Tried to seduce spouse	Beautiful Song
beautiful_hilya	Beautiful Hilya	Tried to seduce spouse
mod_dissatisfied_calligrapher	Dissatisfying Calligraphic Designs	Beautiful Hilya
mod_perfect_work_calligrapher	Perfect Calligraphic Designs	Dissatisfying Calligraphic Designs
SPECIAL_EVENTOPTION_0	This option is available due to your high §YDiplomacy§! skill	Perfect Calligraphic Designs
SPECIAL_EVENTOPTION_1	This option is available due to your high §YMartial§! skill	This option is available due to your high §YDiplomacy§! skill
SPECIAL_EVENTOPTION_2	This option is available due to your high §YStewardship§! skill	This option is available due to your high §YMartial§! skill
SPECIAL_EVENTOPTION_3	This option is available due to your high §YIntrigue§! skill	This option is available due to your high §YStewardship§! skill
SPECIAL_EVENTOPTION_4	This option is available due to your high §YLearning§! skill	This option is available due to your high §YIntrigue§! skill
SPECIAL_EVENTOPTION_TRAIT	This option is available because you have the §Y$TRAITNAME$§! trait	This option is available due to your high §YLearning§! skill
DECADENCE_TITLE	Dynastic Decadence	This option is available because you have the §Y$TRAITNAME$§! trait
COMBAT_MODIFIER_DESC	§YCombat Modifier§!\nThis modifies any flank led by this character\n\n	Dynastic Decadence
EVTDESC38304	The voices are whispering to me, telling me what to do... horrible, horrible things they want me to do... I have gained the §YLunatic§! trait.	§YCombat Modifier§!\nThis modifies any flank led by this character\n\n
architect_improvements	Chief Architect Improvements	The voices are whispering to me, telling me what to do... horrible, horrible things they want me to do... I have gained the Lunatic trait.
EVTNAME89500	The Travels of Marco Polo	Chief Architect Improvements
EVTDESC89500	The Venetian merchant Marco Polo has finally returned to Europe after many years of travel in the Far East with his father and uncle. An account of their journey has been published as "The Travels of Marco Polo," describing, among other things, the distant lands of Cathay and Manji. Readers are provided a rare glimpse of the world beyond Europe, but there are those who discount the entire chronicle as a fabrication...	The Travels of Marco Polo
EVTOPTA89500	A stunning tale, nonetheless!	The Venetian merchant Marco Polo has finally returned to Europe after many years of travel in the Far East with his father and uncle. An account of their journey has been published as "The Travels of Marco Polo," describing, among other things, the distant lands of Cathay and Manji. Readers are provided a rare glimpse of the world beyond Europe, but there are those who discount the entire chronicle as a fabrication...
EVTNAME89501	The Voyages of Zheng He	A stunning tale, nonetheless!
EVTDESC89501	A great fleet from the distant lands of China has appeared in the Arabian Sea. Commanded by the eunuch explorer Zheng He, or Hajji Mahmud Shamsuddin as he is known in Arabic, the fleet's colossal treasure ships are of a size never before seen in these waters. Despite its formidable strength, the expedition does not seem bent on conquest and will soon depart to explore other lands.	The Voyages of Zheng He
EVTOPTA89501	Safe journey.	A great fleet from the distant lands of China has appeared in the Arabian Sea. Commanded by the eunuch explorer Zheng He, or Hajji Mahmud Shamsuddin as he is known in Arabic, the fleet's colossal treasure ships are of a size never before seen in these waters. Despite its formidable strength, the expedition does not seem bent on conquest and will soon depart to explore other lands.
EVTNAME60116	The Mongols sack Baghdad!	Safe journey.
EVTDESC60116	The great city of Baghdad, one of the world's foremost centers of learning, has succumbed to the ravenous Mongol hordes after a siege. Nothing can sate their appetite for destruction it seems. The Tigris river runs not only red with blood, but black with the ink of priceless and irreplaceable tomes from the House of Wisdom and the city's other great libraries.	The Mongols sack Baghdad!
EVTOPTA60116	Like raging wolves...	The great city of Baghdad, one of the world's foremost centers of learning, has succumbed to the ravenous Mongol hordes after a siege. Nothing can sate their appetite for destruction it seems. The Tigris river runs not only red with blood, but black with the ink of priceless and irreplaceable tomes from the House of Wisdom and the city's other great libraries.
EVTOPTB60116	Let us pray the Mongols are swallowed up by the desert now.	Like raging wolves...
EVTNAME60117	The Mongols sack Damascus!	Let us pray the Mongols are swallowed up by the desert now.
EVTDESC60117	Damascus, the ancient City of Jasmine, has been sacked by the advancing Mongols. They have gathered a colossal pile of severed heads on a field just outside the city walls, now renamed "burj al-ru'us" by the massacre's few survivors - the Tower of Heads.	The Mongols sack Damascus!
EVTOPTA60117	May they suffer a thousand deaths for their crimes!	Damascus, the ancient City of Jasmine, has been sacked by the advancing Mongols. They have gathered a colossal pile of severed heads on a field just outside the city walls, now renamed "burj al-ru'us" by the massacre's few survivors - the Tower of Heads.
EVTOPTB60117	It will fall on those of the True Faith to stop the Tartar scourge.	May they suffer a thousand deaths for their crimes!
EVTNAME60118	The Mongols sack Jerusalem!	It will fall on those of the True Faith to stop the Tartar scourge.
EVTDESC60118	The Tartar infidels have sacked Jerusalem, spurring a moment of rare solidarity between members of all the city's different religions as they suffer equal horrors under the cruel yoke of the pagans.	The Mongols sack Jerusalem!
EVTOPTA60118	Infidels!	The Tartar infidels have sacked Jerusalem, spurring a moment of rare solidarity between members of all the city's different religions as they suffer equal horrors under the cruel yoke of the pagans.
EVTOPTB60118	Heathens!	Infidels!
EVTNAME60119	The Mongols sack Alexandria!	Heathens!
EVTDESC60119	Not content with their vast empire surpassing Alexander the Great's in sheer size, the Mongol hordes are now laying waste to the city that is his namesake as well. Pompey's Pillar has been toppled, but at least the Pharos Lighthouse is spared when the Mongols deem it not worth the great effort it would require to raze it to the ground.	The Mongols sack Alexandria!
EVTOPTA60119	May they suffer an eternity of pain!	Not content with their vast empire surpassing Alexander the Great's in sheer size, the Mongol hordes are now laying waste to the city that is his namesake as well. Pompey's Pillar has been toppled, but at least the Pharos Lighthouse is spared when the Mongols deem it not worth the great effort it would require to raze it to the ground.
EVTOPTB60119	Would that I could follow in Alexander's footsteps...	May they suffer an eternity of pain!
EVTNAME60120	The Mongols sack Cairo!	Would that I could follow in Alexander's footsteps...
EVTDESC60120	Riding through the fertile Nile Delta, the Tartar hordes have arrived at the Great Pyramids of Giza and breached the gates of Cairo. Surely even the cruelest Pharaoh would be given pause by the pain and misery now inflicted on the city's hapless population.	The Mongols sack Cairo!
EVTOPTA60120	Have they no shame?	Riding through the fertile Nile Delta, the Tartar hordes have arrived at the Great Pyramids of Giza and breached the gates of Cairo. Surely even the cruelest Pharaoh would be given pause by the pain and misery now inflicted on the city's hapless population.
EVTOPTB60120	But who is left to tax?	Have they no shame?
EVTNAME60121	The Mongols sack Mecca!	But who is left to tax?
EVTDESC60121	The Holy City of Mecca now burns at the cruel touch of the Mongol infidels. Pilgrims journeying from distant lands to show their submission to Allah are met only with death when approaching the city gates. This unforgivable desecration will be remembered for ages to come.	The Mongols sack Mecca!
EVTOPTA60121	Not a single infidel taking part in this affront will escape justice	The Holy City of Mecca now burns at the cruel touch of the Mongol infidels. Pilgrims journeying from distant lands to show their submission to Allah are met only with death when approaching the city gates. This unforgivable desecration will be remembered for ages to come.
EVTOPTB60121	God forbid this scourge continues west...	Not a single infidel taking part in this affront will escape justice
EVTOPTB60100	They will not come here, Inshallah	God forbid this scourge continues west...
EVTOPTB60101	May the snows of the frozen north claim them	They will not come here, Inshallah
EVTOPTB60102	These horsemen know how to fight!	May the snows of the frozen north claim them
EVTOPTB60103	Their walls were not strong enough...	These horsemen know how to fight!
EVTOPTB60104	Not even the Franks deserve such a fate	Their walls were not strong enough...
EVTOPTB60105	Impressive	Not even the Franks deserve such a fate
EVTOPTB60106	So not even fabled Rome can stand against them	Impressive
EVTOPTB60107	A city floating on water?	So not even fabled Rome can stand against them
EVTOPTB60108	Ar-Rum is no longer a threat...	A city floating on water?
EVTOPTB60109	Their reach seems unlimited...	Ar-Rum is no longer a threat...
EVTOPTB60110	Disconcerting...	Their reach seems unlimited...
EVTOPTB60111	A waste, by the Prophet	Disconcerting...
EVTOPTB60112	Is this what we can expect?	A waste, by the Prophet
EVTOPTB60113	Interesting	Is this what we can expect?
EVTOPTB60114	Unfortunate	Interesting
EVTOPTB60115	Barbaric	Unfortunate
EVTOPTB39010	No, wait. On second thought...	Barbaric
#EVTDESC88000	Word is spreading that a Shiite missionary, Hassan-i Sabbah, has founded a religious order known as the "Hashshashin" somewhere in western Persia. Using trickery and guile, this mysterious cult of trained killers has seized control of the mountain fortress of Alamut and converted it into their headquarters. Already a string of violent murders can be traced back to Hassan's devoted and fearless disciples...	No, wait. On second thought...
EVTNAME88000	Birth of the Assassins	Word is spreading that a Shiite missionary, Hassan-i Sabbah, has founded a religious order known as the "Hashshashin" somewhere in western Persia. Using trickery and guile, this mysterious cult of trained killers has seized control of the mountain fortress of Alamut and converted it into their headquarters. Already a string of violent murders can be traced back to Hassan's devoted and fearless disciples...
EVTOPTA88000	These hashish smokers are harmless...	Birth of the Assassins
EVTDESC88001	The Hashshashin, the elusive Order of Assassins, have expanded their influence into Syria. A branch of their sect has established itself in the mountain fortress of Masyaf, from where they control the surrounding countryside. All across the Holy Land, the Assassins are now hunting those they see as obstacles to their obscure plans...	These hashish smokers are harmless...
EVTNAME88001	The Assassins Spread to Syria	The Hashshashin, the elusive Order of Assassins, have expanded their influence into Syria. A branch of their sect has established itself in the mountain fortress of Masyaf, from where they control the surrounding countryside. All across the Holy Land, the Assassins are now hunting those they see as obstacles to their obscure plans...
EVTOPTA88001	Perhaps these Hashshashin should be taken seriously...	The Assassins Spread to Syria
EVTDESC88002	With the fall of their last fortress, the Hashshashin - the notorious Assassin Order - has been scattered to the winds. The few remaining members of the order have gone into hiding, biding their time in the vain hope that they will one day be able to resume their work.	Perhaps these Hashshashin should be taken seriously...
EVTNAME88002	The Assassins Scatter!	With the fall of their last fortress, the Hashshashin - the notorious Assassin Order - has been scattered to the winds. The few remaining members of the order have gone into hiding, biding their time in the vain hope that they will one day be able to resume their work.
EVTOPTA88002	Their demise was inevitable.	The Assassins Scatter!
EVTDESC88003	The Hashshashin have returned! Somehow, throughout the years, their surviving members have managed to rebuild a measure of their order's former strength. Striking from the shadows, they have retaken one of their old mountain fortresses and now their trained killers are once again hounding those who would act against their interests...	Their demise was inevitable.
EVTNAME88003	The Assassins Resurface!	The Hashshashin have returned! Somehow, throughout the years, their surviving members have managed to rebuild a measure of their order's former strength. Striking from the shadows, they have retaken one of their old mountain fortresses and now their trained killers are once again hounding those who would act against their interests...
EVTOPTA88003	Surely they wouldn't dare strike at me.	The Assassins Resurface!
EVTDESC88004	The Hashshashin are no more. As their fortresses and mountain hideouts burn, the last members of the once feared Assassin Order are hunted like animals and cut down without mercy or compassion when found. Their legacy now survives only in the legends and stories spawned from their exploits.	Surely they wouldn't dare strike at me.
EVTNAME88004	The Assassins are Destroyed!	The Hashshashin are no more. As their fortresses and mountain hideouts burn, the last members of the once feared Assassin Order are hunted like animals and cut down without mercy or compassion when found. Their legacy now survives only in the legends and stories spawned from their exploits.
EVTOPTA88004	Good riddance!	The Assassins are Destroyed!
EVTDESC88007	The word is spreading like wildfire across the lands of the East! Members of the Hashshashin have killed the great warlord [From.GetTitledName]. They stabbed him at his camp in full view of his men, and though the assassins outlived the [From.GetTitle] by only a few seconds, their mission was accomplished. His men swear vengeance against the Assassin Order!	Good riddance!
EVTNAME88007	The [From.GetTitle] is Dead!	The word is spreading like wildfire across the lands of the East! Members of the Hashshashin have killed the great warlord [From.GetTitledName]. They stabbed him at his camp in full view of his men, and though the assassins outlived the [From.GetTitle] by only a few seconds, their mission was accomplished. His men swear vengeance against the Assassin Order!
EVTOPTA88007	By the Prophet!	The [From.GetTitle] is Dead!
EVTDESC88009	Not even the dreaded Hashshashin have been able to give pause to the Mongols in their bid to conquer the world. Several of their members have been killed in a failed attempt on the life of [From.GetTitledName]. He and his men now swear revenge against the hated Order of Assassins.	By the Prophet!
EVTNAME88009	The [From.GetTitle] Foils Assassins!	Not even the dreaded Hashshashin have been able to give pause to the Mongols in their bid to conquer the world. Several of their members have been killed in a failed attempt on the life of [From.GetTitledName]. He and his men now swear revenge against the hated Order of Assassins.
EVTOPTA88009	By the Prophet!	The [From.GetTitle] Foils Assassins!
EVTDESC88010	You wake suddenly in cold sweat with a strong sensation that something is amiss. The flickering candlelight in your tent reveals a plate of hot biscuits and a note pinned by a poisoned dagger next to your bed. It reads: "Mend your decadent ways before it is too late, [Root.GetFirstName]. The Hashshashin are watching."	By the Prophet!
EVTOPTA88010	Perhaps the time for change has come...	You wake suddenly in cold sweat with a strong sensation that something is amiss. The flickering candlelight in your tent reveals a plate of hot biscuits and a note pinned by a poisoned dagger next to your bed. It reads: "Mend your decadent ways before it is too late, [Root.GetFirstName]. The Hashshashin are watching."
EVTDESC88011	Master, terrible news! Your faithful servant, [From.GetTitledName], has been found dead in [From.GetHerHis] home, no doubt at the hands of the vile Hashshashin. Carved by knife into [From.GetHerHis] chest were the words: "[Root.GetFirstName] - You were warned."	Perhaps the time for change has come...
EVTOPTA88011	How dare they?!	Master, terrible news! Your faithful servant, [From.GetTitledName], has been found dead in [From.GetHerHis] home, no doubt at the hands of the vile Hashshashin. Carved by knife into [From.GetHerHis] chest were the words: "[Root.GetFirstName] - You were warned."
EVTDESC88012	As you turn a street corner in [Root.Location.GetName], a strange whistling sound swishes past your ear. Your bodyguards topple over, knives in their throats, and before you can react you are surrounded by robed Hashshashin. Their leader approaches you with a sad look on his face. "May you find what you seek in the life hereafter, friend."	How dare they?!
EVTOPTA88012	But... but I am not ready!	As you turn a street corner in [Root.Location.GetName], a strange whistling sound swishes past your ear. Your bodyguards topple over, knives in their throats, and before you can react you are surrounded by robed Hashshashin. Their leader approaches you with a sad look on his face. "May you find what you seek in the life hereafter, friend."
EVTDESC88016	[From.GetTitledName] staggers past your guards, bleeding profusely from a dozen stab-wounds. As [From.GetSheHe] collapses in a pool of blood at your feet, [From.GetSheHe] gasps with [From.GetHerHis] last breath: "The H-Hashshashin..."	But... but I am not ready!
EVTOPTA88016	Oh my.	[From.GetTitledName] staggers past your guards, bleeding profusely from a dozen stab-wounds. As [From.GetSheHe] collapses in a pool of blood at your feet, [From.GetSheHe] gasps with [From.GetHerHis] last breath: "The H-Hashshashin..."
EVTDESC88017	Your guards bring in a covered basket left just outside your palace. Believing it to be confections from one of your subjects, you hungrily pull away the covering blanket only to reveal the severed, gaping head of [From.GetTitledName]. The mark of the Hashshashin has been carved into the forehead.	Oh my.
EVTOPTA88017	I think I've lost my appetite...	Your guards bring in a covered basket left just outside your palace. Believing it to be confections from one of your subjects, you hungrily pull away the covering blanket only to reveal the severed, gaping head of [From.GetTitledName]. The mark of the Hashshashin has been carved into the forehead.
EVTDESC88018	As you stroll through your palace garden with [From.GetTitledFirstName], you see the brief glint of reflected sunlight on metal as a thrown dagger flashes past and buries itself in your friend's throat. Your bodyguards rush you to safety, but you glimpse a robed assassin scurrying over the palace walls...	I think I've lost my appetite...
EVTOPTA88018	The Hashshashin! Was I the intended target?	As you stroll through your palace garden with [From.GetTitledFirstName], you see the brief glint of reflected sunlight on metal as a thrown dagger flashes past and buries itself in your friend's throat. Your bodyguards rush you to safety, but you glimpse a robed assassin scurrying over the palace walls...
EVTDESC88019	You wake suddenly in cold sweat with a strong sensation that something is amiss. The flickering candlelight in your tent reveals a plate of hot biscuits and a note pinned by a poisoned dagger next to your bed. It reads: "There are a thousand ways to kill a [Root.GetManWoman], [Root.GetFirstName]. The Hashshashin know them all."	The Hashshashin! Was I the intended target?
EVTOPTA88019	Guards! Search the area!	You wake suddenly in cold sweat with a strong sensation that something is amiss. The flickering candlelight in your tent reveals a plate of hot biscuits and a note pinned by a poisoned dagger next to your bed. It reads: "There are a thousand ways to kill a [Root.GetManWoman], [Root.GetFirstName]. The Hashshashin know them all."
EVTDESC7700	[Root.PlotTarget.GetTitledName] is due to tour [Root.PlotTarget.Location.GetName] in an open carriage to receive the accolades and adulation of the common folk. There is bound be an escort, but what if a few archers were placed on the [Root.PlotTarget.GetTitle]'s path on certain key rooftops...	Guards! Search the area!
EVTOPTA7700	My co-conspirators will find some good men...	[Root.PlotTarget.GetTitledName] is due to tour [Root.PlotTarget.Location.GetName] in an open carriage to receive the accolades and adulation of the common folk. There is bound be an escort, but what if a few archers were placed on the [Root.PlotTarget.GetTitle]'s path on certain key rooftops...
EVTOPTB7700	Hire bowmen	My co-conspirators will find some good men...
EVTOPTC7700	I know just the men for this job...	Hire bowmen
#EVTDESC7701	Through my sources I have learned that [Root.PlotTarget.GetTitledName] will be touring [Root.PlotTarget.Location.GetName] in an open carriage. The guards will keep a close watch on the streets, but will they expect bowmen on the rooftops?	I know just the men for this job...
EVTDESC7702	My co-conspirator, [From.GetTitledName], has asked for coin to hire some bowmen to ambush [Root.PlotTarget.GetTitledName] as [Root.PlotTarget.GetSheHe] tours [Root.PlotTarget.Location.GetName] in an open carriage...	Through my sources I have learned that [Root.PlotTarget.GetTitledName] will be touring [Root.PlotTarget.Location.GetName] in an open carriage. The guards will keep a close watch on the streets, but will they expect bowmen on the rooftops?
