#CODE	ENGLISH	ENGLISH
CANNOT_CHANGE_ANOTHER_LAW	$RULER$ cannot change another regular Law in $TITLE$ until $DATE$	Ask §Y[Recipient.GetTitledFirstName]§W for permission to invade the realm of §Y[ThirdPartyCharacter.GetTitledFirstName]§W. This will cost you §R[GetPietyCost]§W [Player.Religion.GetPietyName], but will allow you to start a war for control of the §Y[ThirdPartyCharacter.PrimaryTitle.GetFullName]§W.
#EVTDESC20061	My liege, my mission to [FromFrom.Location.GetName] has so far been a success! During my visit to the court of [From.GetBestName], I seem to have managed to make [From.GetHerHim] understand what a benevolent and pious ruler you really are and [From.GetSheHe] sends [From.GetHerHis] regards.\n\nYour humble Lord Spiritual,\n[Root.job_spiritual.GetTitledName]	A War you were NOT part of ends
#LOADING_TIP_28	Sending gifts to Bishops will increase your Piety.	The §Y$WAR$§! has ended: $OUTCOME$
LOADING_TIP_29	You gain more Prestige in battle as an ally than as a primary participant.	Abandon Ambition
LOADING_TIP_30	Hold down shift while giving orders to a unit to create a custom path.	Abandon the ambition to $PLOT$?
alert_allies_not_called_in_instant	§YWe can Call in Allies§!	Cancel Plot
alert_allies_not_called_in_delayed	We can ask the following allies to support us:\n$LIST$	Cancel my plot to $PLOT$?
alert_vassal_levies_raised_long_instant	§YVassal Levies Raised too Long§!	§RCannot cancel a plot that has been set in motion!§!
alert_vassal_levies_raised_long_delayed	The following Vassals are upset about their levies:\n$LIST$	We are taught that to uphold the virtue of charity, we have to ransom our prisoners, and to forgive offenses willingly. I have prisoners in my dungeons...
alert_owns_wrong_settlement_type_instant	§YWrong type of Holding in Demesne§!	I gave a small shriek when [From.GetTitledFirstName] touched my arm, which didn't really help when I tried to defend myself from [From.GetHerHis] accusations about my cowardice...
alert_owns_wrong_settlement_type_delayed	The following Holdings are of the wrong type:\n$LIST$	$RULER$ cannot change another regular Law in $TITLE$ until $DATE$
PREV_PROVINCE	Switch to the previous holding in this demesne	My liege, my mission to [FromFrom.Location.GetName] has so far been a success! During my visit to the court of [From.GetBestName], I seem to have managed to make [From.GetHerHim] understand what a benevolent and pious ruler you really are and [From.GetSheHe] sends [From.GetHerHis] regards.\n\nYour humble Lord Spiritual,\n[Root.job_spiritual.GetTitledName]
NEXT_PROVINCE	Switch to the next holding in this demesne	Sending gifts to Bishops will increase your Piety.
OUTLINER_BUTTON_CONFIG	Open outliner category configuration	You gain more Prestige in battle as an ally than as a primary participant.
OUTLINER_BUTTON_LOCK	Lock/Unlock outliner openness	Hold down shift while giving orders to a unit to create a custom path.
OUTLINER_BUTTON_TOGGLE	Toggle the outliner open/close	§YWe can call in Allies§!
opinion_increased_authority	Increased Crown Authority	We can ask the following allies to support us:\n$LIST$
ALL_DE_JURE_VASSALS	All De Jure Vassals	§YVassal Levies Raised too Long§!
ALL_DE_JURE_VASSAL_TITLES	All De Jure Vassal Titles	The following Vassals are upset about their levies:\n$LIST$
NOT_WHILE_HOSTILE	They are our enemies!	§YWrong type of Holding in Demesne§!
d_capua	Capua	The following Holdings are of the wrong type:\n$LIST$
d_capua_adj	Capuan	Switch to the previous holding in this demesne
AI_WE_HAVE_TOTAL_VICTORY	'I have won a complete victory'	Switch to the next holding in this demesne
AI_GOOD_FOR_US	'I like the way you're thinking'	Open outliner category configuration
AI_WE_HAVE_WON	'I have won the war!'	Lock/Unlock outliner openness
AI_WE_ARE_WINNING	'I'm winning the war'	Toggle the outliner open/close
AI_WE_ARE_STALEMATE	'The war is indecisive'	§Y$ACTIVE$'s§! opinion of §Y$PASSIVE$§! changed by $MUCH$.\n
AI_WE_WONT_GIVEUP_YET	'I still have untouched armies and holdings'	Increased Crown Authority
#AI_WE_ARE_LOSING	'I'm losing, but won't give up yet...'	All De Jure Vassals
AI_WE_ARE_ACCEPTING_WHITEPEACE	'I accept your offer of a white peace'	All De Jure Vassal Titles
AI_WE_ARE_BEATEN	'I have lost the war...'	They are our enemies!
ATTACKTHEM_LOG	We have attacked the enemy in $PROVINCE$.	Capua
ATTACKUS_LOG	We have been attacked in $PROVINCE$.	Capuan
SIEGEUS_LOG	Our holding in $PROVINCE$ is under siege.	'I have won a complete victory'
SIEGETHEM_LOG	We have laid siege to the holding in $PROVINCE$.	'I like the way you're thinking'
CONFIRM_DISBAND_DESC2	Due to enemy presence in our homelands, only $NUM$ of $TOTAL$ troops will be able to return home.	'I have won the war!'
CONFIRM_DISBAND_DESC5	Due to not being in friendly territory, only $NUM$ of $TOTAL$ troops will be able to return home.	'I'm winning the war'
CONFIRM_DISBAND_DESC3	Due to not being in a friendly port, only $NUM$ of $TOTAL$ ships will be able to return home.	'The war is indecisive'
CONFIRM_DISBAND_DESC4	The $NAME$ will stand down and all ships will return home.	'I still have untouched armies and holdings'
RULER_STEWARDSHIP_BONUS	Ruler Stewardship Bonus	'I'm losing, but won't give up yet...'
EVTDESC3525	I tried to not show how flattering it was to be asked about celibacy and if I had some sort of advice. Unfortunately, I had not the time to talk about right now...	'I accept your offer of a white peace'
EVTOPTA3525	Maybe tomorrow?	'I have lost the war...'
EVTOPTB3525	...or ever!	We have attacked the enemy in $PROVINCE$.
EVTOPTC3525	I only do it because I fear God's wroth!	We have been attacked in $PROVINCE$.
EVTDESC3530	A celibate life can be hard, but I fear life is harder for one of my courtiers whose sins our confessor often attack during his sermons. The poor sod's vices and lusts is controlling him and I don't envy him his time in purgatory.	Our holding in $PROVINCE$ is under siege.
EVTOPTA3530	I should be a good [Root.Religion.GetName] and help him	We have laid siege to the holding in $PROVINCE$.
EVTOPTB3530	His sins are his own, no one can help him	Due to enemy presence in our homelands, only $NUM$ of $TOTAL$ troops will be able to return home.
EVTOPTA3531	Not one more time!!	Due to not being in friendly territory, only $NUM$ of $TOTAL$ troops will be able to return home.
the_flagellant	The Flagellant	Due to not being in a friendly port, only $NUM$ of $TOTAL$ ships will be able to return home.
the_flagellant_desc	Flagellants mortify their own flesh by whipping it	The $NAME$ will stand down and all ships will return home.
EVTDESC3535	Every other day, processions with people singing, carrying crosses and whipping themselves are marching through [Root.Location.GetName]. They ask to be forgiven for sins they have committed and believe the flagellation to work better than any other penance.	Ruler Stewardship Bonus
EVTOPTA3535	I will join them and my sins will be forgiven!	I tried to not show how flattering it was to be asked about celibacy and if I had some sort of advice. Unfortunately, I had not the time to talk about right now...
EVTTOOLTIP3536	will join the flagellants	Maybe tomorrow?
EVTOPTB3535	Isn't there a less painful way to be forgiven?	...or ever!
EVTDESC3536	We walked through the village, lashing our skins with whips for every step we took. As a [Root.GetTitle] this felt slightly humiliating but I stood tall and continued my pilgrimage together with my fellow flagellants.	I only do it because I fear God's wroth!
EVTOPTA3536	I deserve this	A celibate life can be hard, but I fear life is harder for one of my courtiers whose sins our confessor often attack during his sermons. The poor sod's vices and lusts is controlling him and I don't envy him his time in purgatory.
EVTTOOLTIP3537	note [Root.GetTitledFirstName]'s attempt at penance	I should be a good [Root.Religion.GetName] and help him
EVTDESC3537	[From.GetTitledFirstName] walked together with the others through the streets of [From.Location.GetName], praying and flagellating [From.GetHerselfHimself] with a cattail whip made of knotted cords.	His sins are his own, no one can help him
EVTOPTA3537	What an admirable [From.GetManWoman]!	Not one more time!!
EVTTOOLTIPA3538	[This.GetTitledFirstName] is admired by [Root.GetTitledFirstName]	The Flagellant
EVTOPTB3537	That's idiotic!	Flagellants mortify their own flesh by whipping it
EVTDESC3538	Even before [From.GetTitledFirstName] opened [From.GetHerHis] mouth, I knew [From.GetSheHe] would comment on the pilgrimage I took while flagellating myself.	Every other day, processions with people singing, carrying crosses and whipping themselves are marching through [Root.Location.GetName]. They ask to be forgiven for sins they have committed and believe the flagellation to work better than any other penance.
EVTOPTA3538	[From.GetSheHeCap] thinks I'm admirable!	I will join them and my sins will be forgiven!
EVTOPTB3538	[From.GetSheHeCap] thinks I'm an idiot!	will join the flagellants
#ct_training_grounds_1	Primitive Militia Training Grounds	Isn't there a less painful way to be forgiven?
EVTOPTD3550	I'll sell those books I've already read	We walked through the village, lashing our skins with whips for every step we took. As a [Root.GetTitle] this felt slightly humiliating but I stood tall and continued my pilgrimage together with my fellow flagellants.
EVTOPTA3555	My [Root.Spouse.GetFirstName] of course!	I deserve this
EVTDESC3559	[From.GetTitledFirstName] had a huge rose pinned to [From.GetHerHis] clothes and as soon as I saw it I realized it couldn't have come from any place else than [Root.Spouse.GetFirstName]'s garden. I wanted to rip the rose off [From.GetTitledFirstName] and yell at [From.GetHerHim] for having an affair with my spouse, but I controlled myself and turned away.	note [Root.GetTitledFirstName]'s attempt at penance
EVTOPTA3559	I have had enough!	[From.GetTitledFirstName] walked together with the others through the streets of [From.Location.GetName], praying and flagellating [From.GetHerselfHimself] with a cattail whip made of knotted cords.
EVTOPTB3559	Why didn't [Root.Spouse.GetFirstName] give the rose to me?	What an admirable [From.GetManWoman]!
EVTOPTC3559	It hurts, but [Root.Spouse.GetSheHe] didn't intend it to be a token of love. I hope...	[This.GetTitledFirstName] is admired by [Root.GetTitledFirstName]
EVTDESC38188	[FromFrom.GetTitledFirstName] has lost the joy of life. [FromFrom.GetSheHeCap] has gained the Depressed trait.	That's idiotic!
EVTDESC38288	I have lost the joy of life. I have gained the §YDepressed§! trait.	Even before [From.GetTitledFirstName] opened [From.GetHerHis] mouth, I knew [From.GetSheHe] would comment on the pilgrimage I took while flagellating myself.
EVTDESC38289	My lovely garden does not bring me as much joy as it used to do. I have lost the Gardener trait.	[From.GetSheHeCap] thinks I'm admirable!
EVTDESC38190	[FromFrom.GetTitledFirstName] is feverish and has a headache. [FromFrom.GetSheHeCap] has gained the Ill trait.	[From.GetSheHeCap] thinks I'm an idiot!
EVTDESC38290	I don't feel so good. I have gained the §YIll§! trait.	Primitive Militia Training Grounds
EVTDESC74050	I have given the order that a summer fair should be held in [Root.Capital.GetName] this summer!	I'll sell those books I've already read
EVTOPTA3568	Might be easier to remove it if I ask someone to help me	My [Root.Spouse.GetFirstName] of course!
EVTOPTB3568	I'll ask my child to help me	[From.GetTitledFirstName] had a huge rose pinned to [From.GetHerHis] clothes and as soon as I saw it I realized it couldn't have come from any place else than [Root.Spouse.GetFirstName]'s garden. I wanted to rip the rose off [From.GetTitledFirstName] and yell at [From.GetHerHim] for having an affair with my spouse, but I controlled myself and turned away.
EVTOPTC3568	[Root.Spouse.GetFirstName] can help me	I have had enough!
EVTTOOLTIP3569	[This.GetTitledFirstName] is asked to help remove the beehive	Why didn't [Root.Spouse.GetFirstName] give the rose to me?
EVTOPTD3568	I'll do it myself. This might hurt...	It hurts, but [Root.Spouse.GetSheHe] didn't intend it to be a token of love. I hope...
EVTDESC3569	I was asked by [From.GetTitledFirstName] to help [From.GetHerHim] remove a beehive and I reluctantly followed [From.GetHerHim] to take a look at it before I made any rash promises.	[FromFrom.GetTitledFirstName] has lost the joy of life. [FromFrom.GetSheHeCap] has gained the Depressed trait.
EVTOPTA3569	It looks rather harmless. I'll help you	I have lost the joy of life. I have gained the Depressed trait.
EVTOPTB3569	This is as close as I'll get to that monstrosity!	My lovely garden does not bring me as much joy as it used to do. I have lost the Gardener trait.
EVTDESC3670	With [From.GetTitledFirstName]'s help it was easy to remove the beehive, until we dropped it on the ground...	[FromFrom.GetTitledFirstName] is feverish and has a headache. [FromFrom.GetSheHeCap] has gained the Ill trait.
EVTOPTA3670	None of us were harmed but the bees wasn't happy...	I don't feel so good. I have gained the Ill trait.
EVTOPTB3670	The bees managed to sting [From.GetTitledFirstName] several times!	I have given the order that a summer fair should be held in [Root.Capital.GetName] this summer!
EVTOPTC3670	The bee sting made [From.GetTitledFirstName] ill	Might be easier to remove it if I ask someone to help me
EVTDESC3671	I had to remove the beehive all by myself when [From.GetTitledFirstName] refused to go near it. It looked harmless but [From.GetTitledFirstName] was sweating and looked as if [From.GetSheHe] would faint at any time.	I'll ask my child to help me
EVTOPTA3671	Coward! It's your fault if the bees sting me	[Root.Spouse.GetFirstName] can help me
EVTDESC3585	My alchemy 'kit' arrived with a small book, containing instructions for how to mix different substances without causing things to explode or start burning. It might be a good idea to read the book before fiddling with the alchemical ingredients...	[This.GetTitledFirstName] is asked to help remove the beehive
EVTOPTA3585	Nah, I start fiddling with it at once	I'll do it myself. This might hurt...
EVTTOOLTIPA3586	starts fiddling with alchemy without any prior knowledge	I was asked by [From.GetTitledFirstName] to help [From.GetHerHim] remove a beehive and I reluctantly followed [From.GetHerHim] to take a look at it before I made any rash promises.
EVTOPTB3585	Read up on alchemy first	It looks rather harmless. I'll help you
EVTTOOLTIPB3586	researches alchemy before fiddling with it	This is as close as I'll get to that monstrosity!
EVTOPTC3585	I should be careful. I still remember what happened to my uncle...	With [From.GetTitledFirstName]'s help it was easy to remove the beehive, until we dropped it on the ground...
EVTDESC3586	The liquid dripped through the labyrinth of glass bottles blown in various forms and sizes. As it reached the end of the funnel, a drop of the liquid quivered on the edge before it slowly fell towards the awaiting bowl.	None of us were harmed but the bees wasn't happy...
EVTOPTA3586	Careful now...	The bees managed to sting [From.GetTitledFirstName] several times!
EVTTOOLTIP3587	Exploding Experiment!	The bee sting made [From.GetTitledFirstName] ill
EVTTOOLTIP3588	Lead and Gold!	I had to remove the beehive all by myself when [From.GetTitledFirstName] refused to go near it. It looked harmless but [From.GetTitledFirstName] was sweating and looked as if [From.GetSheHe] would faint at any time.
EVTDESC3587	As the liquid slowly but steadily dripped into the bowl I waited eagerly for the substance to cool down. When finally every last drop was in the bowl darkness enveloped the castle and I had to light a candle to properly examine the liquid, which exploded.	Coward! It's your fault if the bees sting me
EVTOPTA3587	What will [Root.Spouse.GetFirstName] say when [Root.Spouse.GetSheHe] sees my face?	My alchemy 'kit' arrived with a small book, containing instructions for how to mix different substances without causing things to explode or start burning. It might be a good idea to read the book before fiddling with the alchemical ingredients...
EVTOPTB3587	My eyebrows!	Nah, I start fiddling with it at once
EVTDESC3588	The disappointment I felt when the liquid solidified was quickly replaced by joy when I realized that, instead of a Philosopher's Stone, I had created...	starts fiddling with alchemy without any prior knowledge
EVTOPTA3588	Gold! I have created gold!	Read up on alchemy first
EVTDESC3590	This illness is slowly killing me, sucking the life out of my bones and brain. Being a mystic I have knowledge of a potion rumored to cure any illness but even as I prepare the potion I fear it might kill me instead of curing me...	researches alchemy before fiddling with it
EVTOPTB3590	I throw the potion away. I trust [Root.Religion.GetRandomGodName] will cure me!	I should be careful. I still remember what happened to my uncle...
EVTOPTC3590	A real doctor should be able to make me better	The liquid dripped through the labyrinth of glass bottles blown in various forms and sizes. As it reached the end of the funnel, a drop of the liquid quivered on the edge before it slowly fell towards the awaiting bowl.
EVTDESC3594	I am desperate for a cure, the sickness seems to get worse for every day. I heard [From.GetTitledFirstName] had concocted something that [From.GetSheHe] said could cure all illnesses.	Careful now...
EVTOPTB3593	My child is sick, the potion might cure it	Exploding Experiment!
EVTOPTC3593	My spouse [Root.Spouse.GetFirstName] is sick...	Lead and Gold!
EVTOPTD3593	I don't dare let anyone try it	As the liquid slowly but steadily dripped into the bowl I waited eagerly for the substance to cool down. When finally every last drop was in the bowl darkness enveloped the castle and I had to light a candle to properly examine the liquid, which exploded.
EVTOPTA3610	So be it!	What will [Root.Spouse.GetFirstName] say when [Root.Spouse.GetSheHe] sees my face?
EVTTOOLTIP3611	[This.GetTitledFirstName] is threatened with torture	My eyebrows!
EVTDESC75065	[Root.job_treasurer.GetTitledFirstName]'s justice has brought peace to a troubled county. Fewer crimes are committed and fewer complaints are heard in the province. The peasants have never been happier!	The disappointment I felt when the liquid solidified was quickly replaced by joy when I realized that, instead of a Philosopher's Stone, I had created...
opinion_count_wrong_gov_vs_liege	Wrong Government Type	Gold! I have created gold!
opinion_excom_lifted	Lifted Excommunication	This illness is slowly killing me, sucking the life out of my bones and brain. Being a mystic I have knowledge of a potion rumored to cure any illness but even as I prepare the potion I fear it might kill me instead of curing me...
CHAR_RELATION_CLOSE_DYNASTY	§Y$NAME$§! is a close member (§Y$REL$§!) of your Dynasty	I throw the potion away. I trust [Root.Religion.GetRandomGodName] will cure me!
opinion_discovered_plotting	Discovered Backing a Plot	A real doctor should be able to make me better
STOP_BACKING_AMBITION_INTERACTION_0	Ask that §Y[Recipient.GetBestName]§W stop backing a plot.	I am desperate for a cure, the sickness seems to get worse for every day. I heard [From.GetTitledFirstName] had concocted something that [From.GetSheHe] said could cure all illnesses.
STOP_BACKING_AMBITION_INTERACTION_1	Ask that §Y[Recipient.GetTitledFirstName]§! stop backing §Y[ThirdPartyCharacter.GetTitledFirstName]'s§! plot to §Y$PLOT_NAME$§!.	My child is sick, the potion might cure it
STOP_BACKING_AMBITION_INTERACTION_2	If [Recipient.GetSubjectPronoun] refuses, we have a reason to imprison [Recipient.GetObjectPronoun].	My spouse [Root.Spouse.GetFirstName] is sick...
temple_tax_0_option	None	I don't dare let anyone try it
feudal_tax_1	Small Feudal Tax	So be it!
feudal_tax_2	Large Feudal Tax	[This.GetTitledFirstName] is threatened with torture
feudal_tax_3	Harsh Feudal Tax	[Root.job_treasurer.GetTitledFirstName]'s justice has brought peace to a troubled province. Fewer crimes are committed and fewer complaints are heard in the province. The peasants have never been happier!
EVTOPTA70021	Glory to me	Wrong Government Type
EVTOPTA20291	I must report this to my liege!	Lifted Excommunication
EVTOPTA20292	Expose [FromFrom.GetHerHim] immediately!	§Y$NAME$§! is a close member (§Y$REL$§!) of your Dynasty
EVTOPTA3657	[From.GetTitledFirstName] was not impressed	Discovered Backing a Plot
EVTOPTB3657	[From.GetTitledFirstName] was really scared!	Ask that §Y[Recipient.GetBestName]§W stop backing a plot.
EVTOPTC3657	[From.GetTitledFirstName] was angry at me!	Ask that §Y[Recipient.GetTitledFirstName]§! stop backing §Y[ThirdPartyCharacter.GetTitledFirstName]'s§! plot to §Y$PLOT_NAME$§!.
EVTDESC3607	It was horrifying but oddly satisfying to watch [From.GetTitledFirstName] demonstrate [From.GetHerHis] skills on a recently captured traitor. After demonstrating how much pain [From.GetSheHe] could cause before the man passed out, [From.GetSheHe] taught me how to cause maximum pain and damage but still keep the victim alive for several days, or even weeks.	If [Recipient.GetSubjectPronoun] refuses, we have a reason to imprison [Recipient.GetObjectPronoun].
EVTOPTB3610	A great opportunity to test the brazen bull!	None
EVTOPTC3610	What is wrong with me? This isn't who I am!	Small Feudal Tax
EVTDESC38291	I am no longer able to torture another human being, no matter the reason. I have lost the §YImpaler§! trait.	Large Feudal Tax
EVTOPTC3611	No, no, not the brazen bull!	Harsh Feudal Tax
EVTOPTD3611	Not even the brazen bull can make me confess!	Glory to me
EVTOPTB3615	...or maybe we should share a less bloody interest	I must report this to my liege!
EVTDESC38292	I used to love the clang of a sword's blade against another and the satisfaction I felt after defeating my opponent. Not anymore. I have lost the Duelist trait	Expose [FromFrom.GetHerHim] immediately!
EVTOPTA3625	Do you dare accept this challenge to a duel?	[From.GetTitledFirstName] was not impressed
EVTOPTB3625	I'm sorry! I don't want to fight!	[From.GetTitledFirstName] was really scared!
EVTOPTB3630	I have tired of this. Next time, I won't accept the challenge!	[From.GetTitledFirstName] was angry at me!
EVTOPTB3635	Please don't hit me!	It was horrifying but oddly satisfying to watch [From.GetTitledFirstName] demonstrate [From.GetHerHis] skills on a recently captured traitor. After demonstrating how much pain [From.GetSheHe] could cause before the man passed out, [From.GetSheHe] taught me how to cause maximum pain and damage but still keep the victim alive for several days, or even weeks.
EVTOPTC3625	Marshal [Root.job_marshal.GetTitledFirstName], take care of this duel for me!	A great opportunity to test the brazen bull!
EVTDESC38293	The animals in the forest will from now on be safe from my bloodlust. I have lost the Hunter trait.	What is wrong with me? This isn't who I am!
EVTOPTD3650	I'll ask my son to take care of the boar	I am no longer able to torture another human being, no matter the reason. I have lost the Impaler trait.
EVTDESC3655	I overheard a conversation between two courtiers, they discussed how some in the court feared the Wild Hunt and laughed at how superstitious some can be. I decided to look into this and find out who this superstitious mind belonged to. Maybe I can have some fun with this fear of the Wild Hunt?	No, no, not the brazen bull!
EVTOPTF3655	A child of mine is afraid of the Wild Hunt!	Not even the brazen bull can make me confess!
SAVEQUIT_TITLE	Save & Quit	...or maybe we should share a less bloody interest
SAVEQUIT_DESC	Are you sure you want to Save & Quit to desktop?	I used to love the clang of a sword's blade against another and the satisfaction I felt after defeating my opponent. Not anymore. I have lost the Duelist trait
MENU_BAR_SAVE_AND_EXIT	Save & Quit	Do you dare accept this challenge to a duel?
MENU_BAR_SAVE_AND_EXIT_DEL	Does a Quick Save and then quits the game	I'm sorry! I don't want to fight!
FE_EXIT	Quit	I have tired of this. Next time, I won't accept the challenge!
NO_CREATE_BARON	Can only create barons in owned, minor baronies	Please don't hit me!
tut_0a_4	The realm view is where you can get a quick overview of your realm. Your vassals, economy, history and more. Click on the shield next to the portrait to find it. You can click the 'De Jure' checkbox to see the regions that are tied to your title by bonds that will never break.	Marshal [Root.job_marshal.GetTitledFirstName], take care of this duel for me!
tut_0a_13	Piety. How the church sees you. Hover over the sum to see monthly gain or loss. Hover longer to see exactly what the sources are. You can also gain or lose piety from actions.	The animals in the forest will from now on be safe from my bloodlust. I have lost the Hunter trait.
tut_0a_17	Score. This is your dynasty's total score. The score is calculated by adding the prestige and piety of each of your rulers at the time of their death. This will determine your final rank.	I'll ask my son to take care of the boar
tut_0a_23	For different types of information, there are different map modes. We are in the terrain map mode right now. The independent map mode paints the name of the countries neatly over the map. If you zoom further in, the name of the individual provinces will pop up instead. Switch to the independent realms map mode now to see more defined borders.	I overheard a conversation between two courtiers, they discussed how some in the court feared the Wild Hunt and laughed at how superstitious some can be. I decided to look into this and find out who this superstitious mind belonged to. Maybe I can have some fun with this fear of the Wild Hunt?
tut_0a_25	The game starts paused. You can do all of the aforementioned actions while the game is paused or unpaused. However, nothing will actually happen until you unpause.	A child of mine is afraid of the Wild Hunt!
tut_0a_31	Alerts. These round icons show important things that need an action from you. They can be related to, for example, succession or diplomacy. Keeping an eye on them can make or break your fortunes, so ignore at your peril!	Save & Quit
#tut_1a_3	Provinces owned by religious holders, like bishops, will only give you money if their opinions of you are higher than their opinion of the Pope. Otherwise the money goes to him. Vassals other than bishops will always give you money, but you will get more if they like you.	Are you sure you want to Save & Quit to desktop?
tut_2a_2	A ruler does not rule alone. You have access to five types of advisors that help you. The first advisor is the chancellor, who assists your ruler in the diplomatic field. Further you have the marshal, who is your resident military expert. Then you have the steward, who is in charge of your economy. The spymaster is responsible for keeping you safe from internal as well as external intrigue, and the chaplain is your guide in everything spiritual.	Save & Quit
tut_2a_3	These vassals can perform missions for you. The chancellor can for example forge claims on foreign lands, while the steward can bolster taxes, all for the benefit of your dynasty! They also add their stats to yours.	Does a Quick Save and then quits the game
tut_3a_2	Succession laws are what determines who you will play as next and what they will inherit. The most common start is that your eldest son will inherit most of your titles while your younger son(s) also gets their share. This kind of inheritance is called gavelkind.	Saír
#tut_4a_4	To get started, right click your half-brother, Earl Miles of Atholl. You will find him at the bottom left of the family tab, under the header 'siblings'. You will see two icons. The left one will take you to his character screen. The right one is for diplomacy actions though, so click that. (The portrait you see here is just an example, not the actual Earl.)	Can only create barons in owned, minor baronies
######################################################################		The realm view is where you can get a quick overview of your realm. Your vassals, economy, history and more. Click on the shield next to the portrait to find it. You can click the 'De Jure' checkbox to see the regions that are tied to your title by bonds that will never break.
#tut_1b_3	To prevent this from happening, make sure you keep under your demesne limit by handing out landed titles to your vassals. Click the realm view to continue.	Piety. How the church sees you. Hover over the sum to see monthly gain or loss. Hover longer to see exactly what the sources are. You can also gain or lose piety from actions.
#tut_1b_4	Realm View	Score. This is your dynasty's total score. The score is calculated by adding the prestige and piety of each of your rulers at the time of their death. This will determine your final rank.
#tut_1b_4	Settlements	For different types of information, there are different map modes. We are in the terrain map mode right now. The independent map mode paints the name of the countries neatly over the map. If you zoom further in, the name of the individual provinces will pop up instead. Switch to the independent realms map mode now to see more defined borders.
#tut_1b_4	Now, click a province to continue.	The game starts paused. You can do all of the aforementioned actions while the game is paused or unpaused. However, nothing will actually happen until you unpause.
#tut_1b_4	Settlements	Alerts. These round icons show important things that need an action from you. It can be related to, for example, succession or diplomacy. Keeping an eye on them can make or break your fortunes, so ignore at your peril!
######################################################################		Provinces owned by religious holders, like bishops, will only give you money if their opinions of you are higher than their opinion of the Pope. Otherwise the money goes to him. Vassals other than bishops will always give you money, but you will get more if they like you.
tut_4a_2	Diplomacy is what we call the interactions between characters. It can be to start wars or send a child off to be educated. Now, to find a number of characters who you can use different diplomatic options on, click the ruler portrait to continue.	A ruler does not rule alone. You have access to five types of advisors that help you. The first advisor is the chancellor, who assists your ruler in the diplomatic field. Further you have the marshal, who is your resident military expert. Then you have the steward, who is in charge of your economy. The spymaster is responsible for keeping you safe from internal as well as external intrigue, and the chaplain is your guide in everything spiritual.
#tut_4a_4	To get started, right click your brother, Earl Máel Muire of Atholl. You will see two icons. The left one will take you to his character screen. The right one is for diplomacy related actions though, so click that. (The portrait you see here is just an example, no the actual Earl.)	These vassals can perform missions for you. The chancellor can for example forge claims on foreign lands, while the steward can bolster taxes, all for the benefit of your dynasty! They also add their stats to yours.
#tut_4c_9	The first one, Mathilde, is a duchess of Toscana, duchess of Spoleto and heir to the county of Firenze. Not too shabby, let's go with her. Click her portrait to continue.	Succession laws are what determines who you will play as next and what they will inherit. The most common start is that your eldest son will inherit most of your titles while your younger son(s) also gets their share. This kind of inheritance is called gavelkind.
######################################################################		To get started, right click your half-brother, Earl Miles of Atholl. You will find him at the bottom left of the family tab, under the header 'siblings'. You will see two icons. The left one will take you to his character screen. The right one is for diplomacy actions though, so click that. (The portrait you see here is just an example, not the actual Earl.)
tut_5a_9	This time, also let's raise some levies from a vassal. If you were going to war, you'd probably like to raise all available levies using the button towards the top. For this exercise we just need a few though, so raise the personal levies of the Earl of Fife.	
tut_5a_11	To gather them all in one place, select the new troops by clicking their shield and move them to the first troop by right clicking on the province. Unpause to continue.	To prevent this from happening, make sure you keep under your demesne limit by handing out landed titles to your vassals. Click the realm view to continue.
tut_5a_12	Merge	Realm View
#tut_5a_13	 As soon as the second troop arrives, select both of them by clicking on one side and dragging a box around them. You'll first need to close the army details screen to see them both. Now you have a merge button over the info screen for the two armies. Click that to create one bigger army. 	Settlements
tut_5a_14	Fleet	Now, click a province to continue.
tut_5a_15	We also have ships available. Click the military tab.	Settlements
#tut_5a_16	To the right you can see a tab named Fleets. Click that and select to raise your personal fleet.	
tut_5a_17	Onto the Ships?	Diplomacy is what we call the interactions between characters. It can be to start wars or send a child off to be educated. Now, to find a number of characters who you can use different diplomatic options on, click the ruler portrait to continue.
tut_5a_18	To load your troops onto the ships, select the army and in the top bar you can see an embark button. 	To get started, right click your brother, Earl Máel Muire of Atholl. You will see two icons. The left one will take you to his character screen. The right one is for diplomacy related actions though, so click that. (The portrait you see here is just an example, no the actual Earl.)
tut_5a_19	Right now that button is grey though. To find out why, click your ships.	The first one, Mathilde, is a duchess of Toscana, duchess of Spoleto and heir to the county of Firenze. Not too shabby, let's go with her. Click her portrait to continue.
tut_5a_20	Ships	
#tut_5a_21	You have the organization bar, the disband unit button and the split (create new unit) button. Then you have information on the number of ships, and towards the bottom we have the load capacity. This is how many troops will fit on the ships in this fleet. 300 is unfortunately a smaller number than the number of men in your current army, so select the army again. 	This time, also let's raise some levies from a vassal. If you were going to war, you'd probably like to raise all available levies using the button towards the top. For this exercise we just need a few though, so raise the personal levies of the Earl of Fife.
tut_5a_22	Splitting Troops	To gather them all in one place, select the new troops by clicking their shield and move them to the first troop by right clicking on the province. Unpause to continue.
#tut_5a_23	Click the button to create a new unit. Click the transfer button on one of the troops to move it. 	Merge
tut_5a_24	Onto the Ships	 As soon as the second troop arrives, select both of them by clicking on one side and dragging a box around them. You'll first need to close the army details screen to see them both. Now you have a merge button over the info screen for the two armies. Click that to create one bigger army. 
